sku,inventory_units_on_hand,projected_average_monthly_demand,months_of_inventory_coverage,on_hand_stock_value,annual_demand
33180.04635,171,146.40,1.17,9781.06,1756.80
65577.39399,21,18.00,1.17,3237.35,216.00
73860.71471,14,12.00,1.17,159.48,144.00
82482.98319,77,65.60,1.17,908.42,787.20
83605.04193,35,30.00,1.17,1324.27,360.00
91153.84839,501,428.80,1.17,8270.40,5145.60
93600.17132,1291,1103.20,1.17,7850.77,13238.40
39398.79289,339,291.60,1.16,6465.81,3499.20
48074.25459,1888,1632.40,1.16,22849.01,19588.80
54421.73052,1492,1286.40,1.16,14619.69,15436.80
89338.77263,1763,1513.60,1.16,13450.98,18163.20
92952.96023,3061,2638.80,1.16,29324.81,31665.60
94965.05464,74,63.60,1.16,809.61,763.20
18136.1648,2144,1863.00,1.15,11892.49,22356.00
20770.25794,65613,57177.00,1.15,461006.60,686124.00
64934.32412,3311,2872.80,1.15,77217.59,34473.60
38529.69786,113,99.00,1.14,5976.45,1188.00
4972.487359,82,72.00,1.14,2499.25,864.00
53279.26493,16,14.00,1.14,277.16,168.00
58168.27747,377,331.20,1.14,8342.49,3974.40
78367.93562,80,70.00,1.14,18542.53,840.00
80519.24531,60,52.80,1.14,1395.43,633.60
87383.01663,43,37.80,1.14,602.85,453.60
91487.04292,12075,10574.40,1.14,177154.27,126892.80
98586.72215,1668,1458.00,1.14,15805.41,17496.00
28701.63319,23,20.40,1.13,261.45,244.80
3242.202969,5608,4964.40,1.13,83210.50,59572.80
45812.71534,61,54.00,1.13,1039.71,648.00
21835.37788,28,25.00,1.12,1276.58,300.00
37528.55824,35,31.20,1.12,524.63,374.40
42672.92788,1116,998.80,1.12,13503.69,11985.60
49056.04127,1359,1214.40,1.12,11182.84,14572.80
65490.25957,351,313.60,1.12,4336.77,3763.20
11673.86812,10,9.00,1.11,331.53,108.00
2224.124802,66,59.40,1.11,740.27,712.80
39482.28093,20,18.00,1.11,408.62,216.00
7028.020895,1886,1702.80,1.11,10502.74,20433.60
76279.32956,36,32.40,1.11,279.83,388.80
89394.55076,146,132.00,1.11,5826.15,1584.00
26412.83289,601,544.80,1.10,17291.95,6537.60
64275.43798,5866,5356.80,1.10,38129.49,64281.60
67486.73281,2778,2514.40,1.10,29003.97,30172.80
76235.86954,4711,4288.80,1.10,575271.59,51465.60
76899.60135,40,36.40,1.10,340.52,436.80
40938.78716,34,31.20,1.09,4698.91,374.40
54009.31797,43,39.60,1.09,1015.25,475.20
62585.84051,349,320.40,1.09,6950.81,3844.80
62587.99301,586,536.80,1.09,6168.30,6441.60
46285.29314,13,12.00,1.08,85.97,144.00
56543.00904,75,69.60,1.08,6027.22,835.20
72626.31806,27,25.00,1.08,1562.06,300.00
73436.20737,72,66.60,1.08,2507.60,799.20
33662.68414,2964,2763.60,1.07,92389.58,33163.20
3917.77502,304,283.20,1.07,1663.19,3398.40
64314.37807,155,145.20,1.07,6752.90,1742.40
65224.58208,244,227.20,1.07,1245.95,2726.40
67475.8241,844,790.80,1.07,4657.46,9489.60
70136.47095,1987,1857.00,1.07,44978.70,22284.00
88608.29211,15,14.00,1.07,198.51,168.00
93366.37569,85,79.20,1.07,2800.85,950.40
3741.109181,17,16.00,1.06,115.01,192.00
87976.94761,19,18.00,1.06,7513.60,216.00
88599.52275,17,16.00,1.06,33956.07,192.00
93202.32543,22,20.80,1.06,278.46,249.60
12783.54968,307,292.80,1.05,2694.26,3513.60
12797.36362,623,595.20,1.05,4386.47,7142.40
24373.99537,53,50.40,1.05,586.41,604.80
30237.84445,84,80.00,1.05,2345.25,960.00
31820.58673,34,32.40,1.05,1070.81,388.80
32628.01978,60,57.20,1.05,1177.57,686.40
44305.27234,2509,2391.60,1.05,18206.74,28699.20
93217.39909,73,69.60,1.05,7635.42,835.20
97858.21251,53387,50904.00,1.05,395535.77,610848.00
22009.69213,472,453.60,1.04,3221.96,5443.20
52704.84913,1588,1533.60,1.04,13218.86,18403.20
69270.3075,392,378.00,1.04,3379.13,4536.00
76066.21819,197,189.60,1.04,3754.39,2275.20
12779.51295,1015,981.20,1.03,9184.20,11774.40
25867.0554,40,39.00,1.03,291.56,468.00
33062.92628,632,612.00,1.03,16996.97,7344.00
45397.09928,41,40.00,1.03,4703.85,480.00
50454.54597,513,498.00,1.03,7663.47,5976.00
51560.04023,339,330.40,1.03,19340.11,3964.80
55806.5158,36,34.80,1.03,316.79,417.60
61734.75194,24,23.40,1.03,237.94,280.80
68278.33093,61,59.20,1.03,431.25,710.40
74396.47976,2454,2391.60,1.03,45283.88,28699.20
83959.21238,40,39.00,1.03,1181.52,468.00
28852.23678,42867,41883.60,1.02,321458.09,502603.20
56870.09973,76,74.80,1.02,1741.60,897.60
990.6670531,472,464.80,1.02,3385.68,5577.60
12080.64616,76,75.00,1.01,579.66,900.00
27828.58878,31,30.60,1.01,1506.53,367.20
29982.57199,32,31.80,1.01,247.04,381.60
4118.905937,45,44.40,1.01,27979.26,532.80
42916.78441,329,326.40,1.01,2404.00,3916.80
68881.04221,42,41.60,1.01,1176.24,499.20
75465.74089,92,91.20,1.01,922.67,1094.40
87180.96882,42,41.60,1.01,1213.42,499.20
11902.9736,9762,9728.40,1.00,70479.53,116740.80
12395.24249,9,9.00,1.00,436.60,108.00
12629.01671,14,14.00,1.00,5006.38,168.00
1762.612105,6,6.00,1.00,42.27,72.00
21546.18424,6,6.00,1.00,41.77,72.00
43367.37952,41,40.80,1.00,282.34,489.60
44446.31555,16,16.00,1.00,319.08,192.00
48946.51898,426,427.20,1.00,12698.83,5126.40
50118.45693,557,556.80,1.00,10253.16,6681.60
52795.08937,12,12.00,1.00,1120.49,144.00
60638.94864,4,4.00,1.00,57.28,48.00
62443.94466,539,536.80,1.00,7567.56,6441.60
64792.18691,51,51.00,1.00,1288.76,612.00
67855.63481,7719,7720.20,1.00,41942.39,92642.40
72882.49255,555,554.40,1.00,5293.47,6652.80
76989.24558,6,6.00,1.00,36.64,72.00
91054.88135,11283,11312.40,1.00,117929.47,135748.80
954.1068846,6,6.00,1.00,308.09,72.00
53779.00665,31,31.20,0.99,268.73,374.40
57080.21584,261,264.00,0.99,1366.26,3168.00
12583.73606,1171,1195.00,0.98,7371.87,14340.00
3478.938552,363,369.60,0.98,2538.17,4435.20
36205.11128,34,34.80,0.98,1016.43,417.60
64571.78884,7973,8169.60,0.98,59140.89,98035.20
78565.34973,657,670.00,0.98,4568.90,8040.00
99188.33387,66,67.20,0.98,1067.11,806.40
38489.70519,115,118.80,0.97,2485.02,1425.60
49076.64577,21,21.60,0.97,147.10,259.20
49843.96956,651,669.60,0.97,7454.38,8035.20
54186.82985,1716,1766.40,0.97,68835.04,21196.80
9225.661922,84,87.00,0.97,483.99,1044.00
93540.85184,46993,48348.80,0.97,388702.10,580185.60
11288.29837,225,233.20,0.96,2742.02,2798.40
26443.5343,184,190.80,0.96,2748.76,2289.60
27931.1516,20,20.80,0.96,202.97,249.60
33552.6275,290,300.80,0.96,21243.11,3609.60
69829.51455,49,51.00,0.96,1106.90,612.00
12159.11518,194,204.40,0.95,1770.66,2452.80
13305.90624,358,375.20,0.95,2536.37,4502.40
14533.14101,29,30.60,0.95,391.87,367.20
17856.66378,472,496.80,0.95,2937.47,5961.60
3527.394088,9874,10370.00,0.95,70923.29,124440.00
37920.10879,176,184.80,0.95,1271.72,2217.60
96750.54531,1272,1337.60,0.95,9095.54,16051.20
30529.13663,30,31.80,0.94,2423.20,381.60
33429.50256,46,48.80,0.94,1271.42,585.60
55531.14298,2933,3113.60,0.94,37030.66,37363.20
73714.04524,321,340.80,0.94,7069.29,4089.60
17596.66454,451,484.00,0.93,2337.17,5808.00
21915.70075,28,30.00,0.93,166.01,360.00
24760.86271,180,193.20,0.93,4750.32,2318.40
26941.50665,3770,4075.20,0.93,49543.27,48902.40
34316.69162,489,525.60,0.93,5188.79,6307.20
38645.52128,14,15.00,0.93,5013.99,180.00
54058.36796,28116,30171.00,0.93,150550.57,362052.00
59065.7381,124,133.20,0.93,999.60,1598.40
6591.650064,10,10.80,0.93,234.78,129.60
88457.06741,4806,5181.60,0.93,35930.28,62179.20
93725.9732,140,151.20,0.93,2698.00,1814.40
98329.55094,86,92.40,0.93,1237.26,1108.80
22520.01689,11,12.00,0.92,56.71,144.00
32876.00356,832,902.40,0.92,6208.04,10828.80
33510.5229,2773,3027.20,0.92,19773.04,36326.40
57978.83457,134,145.20,0.92,2346.56,1742.40
61716.77149,4633,5032.00,0.92,132267.47,60384.00
64992.5687,181895,198536.80,0.92,1395586.72,2382441.60
80109.94767,3193,3458.40,0.92,27367.10,41500.80
8263.863572,85,92.40,0.92,8084.36,1108.80
16032.9716,3808,4185.00,0.91,32398.81,50220.00
17675.74024,41,45.00,0.91,267.34,540.00
2669.177997,125,137.20,0.91,3774.38,1646.40
4179.736314,546,597.60,0.91,11703.55,7171.20
4472.452456,94,103.60,0.91,17811.23,1243.20
60353.48769,258,283.80,0.91,5944.44,3405.60
67330.82858,1109,1215.00,0.91,15291.03,14580.00
69877.27583,2762,3027.20,0.91,90601.77,36326.40
82709.24091,244,268.40,0.91,5134.86,3220.80
86446.44412,67,73.80,0.91,1347.87,885.60
95930.30237,113,124.20,0.91,1084.58,1490.40
98053.03428,20,22.00,0.91,2812.09,264.00
12676.44662,183,204.40,0.90,6020.36,2452.80
37695.82788,28,31.20,0.90,348.66,374.40
45494.15842,973,1075.20,0.90,7240.03,12902.40
57739.66091,35,39.00,0.90,7344.88,468.00
91035.61917,53,58.80,0.90,1243.37,705.60
32538.50344,1709,1915.20,0.89,33735.15,22982.40
35399.65831,48,54.00,0.89,772.05,648.00
39547.29566,16,18.00,0.89,94.67,216.00
42508.60461,143,160.80,0.89,14234.42,1929.60
44766.43608,345,386.40,0.89,2731.82,4636.80
48757.60959,99,111.00,0.89,595.63,1332.00
58947.41564,16,18.00,0.89,1398.11,216.00
62008.62797,412,464.80,0.89,4387.83,5577.60
8303.918527,339,379.20,0.89,3079.77,4550.40
9089.83595,5106,5750.40,0.89,129909.92,69004.80
18511.05158,36,40.80,0.88,259.77,489.60
19501.29949,137,156.00,0.88,845.09,1872.00
61763.28744,26013,29594.40,0.88,137466.63,355132.80
72632.12152,8687,9831.60,0.88,92697.53,117979.20
79282.39564,120,136.00,0.88,1742.94,1632.00
90839.04435,977,1104.00,0.88,6315.03,13248.00
91056.89356,41,46.80,0.88,448.82,561.60
95500.49016,52,58.80,0.88,312.44,705.60
3243.390147,1442,1651.20,0.87,27187.20,19814.40
56381.89685,27,31.20,0.87,498.28,374.40
62669.72857,130,148.80,0.87,1380.23,1785.60
81640.24882,69,79.20,0.87,371.50,950.40
89385.16644,13,15.00,0.87,260.68,180.00
92208.60078,1797,2076.00,0.87,12426.78,24912.00
99849.03071,55,63.00,0.87,1048.66,756.00
16289.3966,44,51.00,0.86,281.98,612.00
26376.72145,57,66.60,0.86,1793.44,799.20
28305.80833,28,32.40,0.86,9740.26,388.80
3420.153399,171,198.00,0.86,1128.77,2376.00
58344.90294,4042,4710.00,0.86,126469.37,56520.00
72009.69859,12,14.00,0.86,273.76,168.00
82832.34393,168,194.40,0.86,1544.00,2332.80
15232.50738,31,36.40,0.85,341.39,436.80
20838.15682,23,27.00,0.85,328.76,324.00
22667.03678,43,50.40,0.85,516.81,604.80
23852.51996,1777,2080.80,0.85,28600.69,24969.60
34854.65502,40,46.80,0.85,332.36,561.60
35027.40025,1259,1475.20,0.85,9046.96,17702.40
3872.530019,1124,1320.00,0.85,8116.02,15840.00
58870.79322,805,946.00,0.85,5920.63,11352.00
6795.122228,290,342.00,0.85,6561.95,4104.00
71481.31066,175,207.00,0.85,1143.91,2484.00
71657.17638,371,436.80,0.85,2227.19,5241.60
87767.50716,23,27.00,0.85,132.58,324.00
10728.18783,1094,1296.00,0.84,8099.92,15552.00
42197.0308,21,25.00,0.84,115.55,300.00
68753.34457,15547,18591.00,0.84,158137.11,223092.00
8351.712288,117,138.60,0.84,5791.70,1663.20
42600.17895,63,75.60,0.83,1589.42,907.20
49002.29976,654,790.40,0.83,8544.03,9484.80
49987.42053,462,558.00,0.83,9908.94,6696.00
56037.89845,713,861.00,0.83,4398.62,10332.00
62977.65315,4289,5178.80,0.83,24267.20,62145.60
68319.07542,538,645.00,0.83,3234.21,7740.00
73183.07634,15,18.00,0.83,186.82,216.00
76119.6571,18,21.60,0.83,409.23,259.20
7725.185229,8466,10195.20,0.83,70220.50,122342.40
87484.99284,188038,227268.00,0.83,982692.53,2727216.00
64482.4853,269,326.40,0.82,37613.94,3916.80
79780.34904,8272,10107.00,0.82,46953.20,121284.00
82506.3155,215,262.80,0.82,2757.65,3153.60
8954.076984,510,621.00,0.82,4156.90,7452.00
28074.48401,1363,1675.20,0.81,9764.26,20102.40
55243.20891,706,870.00,0.81,110940.24,10440.00
56095.15083,8957,11057.20,0.81,146603.73,132686.40
79791.06754,19,23.40,0.81,129.92,280.80
81820.50532,3470,4287.60,0.81,24579.92,51451.20
33525.41556,20,25.00,0.80,398.41,300.00
4154.608702,137,170.40,0.80,802.21,2044.80
43416.42237,12,15.00,0.80,1382.95,180.00
66345.50015,26,32.40,0.80,214.62,388.80
84273.51019,26,32.40,0.80,215.70,388.80
1093.566669,712,902.40,0.79,12014.15,10828.80
16747.70499,2113,2658.00,0.79,37143.53,31896.00
34390.00277,471,592.80,0.79,2554.54,7113.60
41079.60145,459,582.40,0.79,12013.09,6988.80
45174.96376,242,306.00,0.79,3933.36,3672.00
70246.00321,357,453.60,0.79,3855.95,5443.20
71000.67199,40,50.40,0.79,846.46,604.80
75533.75393,11,14.00,0.79,1012.43,168.00
89243.77892,323,409.20,0.79,5226.63,4910.40
99408.71991,3045,3834.00,0.79,21605.25,46008.00
20540.37645,4723,6064.80,0.78,35416.78,72777.60
2264.265334,682,874.80,0.78,6074.29,10497.60
23682.79807,54,69.60,0.78,322.37,835.20
43162.74144,86,110.40,0.78,1034.47,1324.80
57821.70364,7654,9766.80,0.78,133868.67,117201.60
61623.30086,1442,1838.40,0.78,19871.12,22060.80
75543.6224,69,88.80,0.78,7335.32,1065.60
87129.24137,14,18.00,0.78,185.43,216.00
10364.08644,50,65.00,0.77,1117.37,780.00
38093.32095,624,813.00,0.77,3296.12,9756.00
38621.46053,23,30.00,0.77,275.16,360.00
54440.0798,348,454.40,0.77,3740.02,5452.80
68368.04535,104,135.00,0.77,35839.18,1620.00
69905.31937,12,15.60,0.77,92.33,187.20
33414.02194,2619,3439.20,0.76,22841.06,41270.40
46869.79545,30,39.60,0.76,402.96,475.20
62332.91036,34,45.00,0.76,1028.99,540.00
84351.60936,39,51.00,0.76,3475.66,612.00
89009.13269,1635,2165.00,0.76,399711.80,25980.00
99645.52245,34,45.00,0.76,922.76,540.00
83827.89094,233,312.00,0.75,2993.95,3744.00
20509.28596,109,147.00,0.74,1261.18,1764.00
30893.03415,20,27.00,0.74,229.54,324.00
43809.86457,412,554.40,0.74,3673.24,6652.80
45624.17289,56,75.60,0.74,534.33,907.20
50611.65194,149,201.60,0.74,810.03,2419.20
7857.752319,25,33.60,0.74,233.17,403.20
84694.08252,144,195.20,0.74,1032.89,2342.40
8948.118231,8,10.80,0.74,237.16,129.60
91788.78777,528,714.00,0.74,3738.07,8568.00
94298.91717,16,21.60,0.74,373.04,259.20
18966.89772,1342,1845.00,0.73,10185.89,22140.00
22414.89462,42,57.20,0.73,1159.56,686.40
2333.247696,7466,10164.00,0.73,52711.62,121968.00
25964.72027,16,22.00,0.73,116.88,264.00
40510.0628,16,22.00,0.73,81.04,264.00
45418.91071,157,215.60,0.73,1602.64,2587.20
64582.05918,51,70.00,0.73,1397.23,840.00
69987.86978,11,15.00,0.73,542.79,180.00
72091.99853,1439,1958.00,0.73,10385.72,23496.00
73771.9607,261,360.00,0.73,2524.27,4320.00
83637.23189,2954,4051.20,0.73,17809.12,48614.40
84010.94264,16,22.00,0.73,1138.57,264.00
84896.52428,12108,16531.20,0.73,98832.88,198374.40
87895.67422,1011,1382.40,0.73,6623.80,16588.80
1199.561603,257,356.80,0.72,2827.14,4281.60
37616.39721,2030,2838.00,0.72,21276.17,34056.00
54543.47579,177,245.00,0.72,1147.51,2940.00
76404.29028,91,127.20,0.72,961.50,1526.40
79775.55118,436,602.40,0.72,2762.23,7228.80
91715.26174,172,240.00,0.72,1520.36,2880.00
94028.81348,501,699.20,0.72,10398.22,8390.40
95331.43224,13,18.00,0.72,733.36,216.00
14077.96811,11,15.60,0.71,1209.19,187.20
2018.018446,23,32.40,0.71,7308.26,388.80
27385.06481,84,117.60,0.71,10244.13,1411.20
40359.66273,187,262.80,0.71,3260.36,3153.60
43094.78882,157,219.60,0.71,814.23,2635.20
44320.83531,32,45.00,0.71,186.46,540.00
61579.17586,1186,1659.60,0.71,6626.04,19915.20
65905.88381,10,14.00,0.71,57.05,168.00
66763.51187,28,39.60,0.71,152.70,475.20
75376.51236,1873,2646.00,0.71,242701.15,31752.00
848.0809453,730,1034.00,0.71,4235.90,12408.00
85781.62452,1264,1778.40,0.71,160101.66,21340.80
28524.55907,150,213.60,0.70,835.34,2563.20
32226.87369,40,57.20,0.70,332.72,686.40
32279.6737,40,57.20,0.70,301.35,686.40
33116.19225,3268,4636.80,0.70,42787.57,55641.60
34485.09543,40,57.20,0.70,342.16,686.40
46788.20641,2972,4234.80,0.70,21457.44,50817.60
49341.73825,244,350.40,0.70,1254.75,4204.80
5461.554491,1427,2045.00,0.70,10193.40,24540.00
59245.0841,205,294.00,0.70,3876.49,3528.00
79546.86262,52,73.80,0.70,716.59,885.60
8431.172843,7619,10950.00,0.70,56798.45,131400.00
97658.69905,1495,2134.80,0.70,12864.45,25617.60
2465.773782,1864,2718.00,0.69,29441.28,32616.00
36916.6025,11,16.00,0.69,1041.12,192.00
41023.89821,2142,3124.80,0.69,10804.48,37497.60
43950.98135,14,20.40,0.69,1049.77,244.80
24821.80158,51,74.80,0.68,1424.38,897.60
26394.89998,99,146.40,0.68,587.43,1756.80
28119.91436,166,243.00,0.68,1169.93,2916.00
28199.61617,109,159.60,0.68,3074.71,1915.20
52913.96599,194,286.80,0.68,1073.17,3441.60
57581.14754,83,122.40,0.68,500.63,1468.80
59688.16531,807,1190.00,0.68,5711.95,14280.00
73163.29742,37,54.40,0.68,311.31,652.80
74569.65391,207,305.00,0.68,131154.06,3660.00
74989.5713,1448,2116.40,0.68,12512.09,25396.80
91032.29837,104,153.00,0.68,1394.88,1836.00
91961.60577,180,262.80,0.68,1180.43,3153.60
9994.266704,314,462.00,0.68,7311.37,5544.00
12707.54855,139,208.00,0.67,1229.85,2496.00
13256.11931,167,248.40,0.67,2221.16,2980.80
15017.43446,959,1431.00,0.67,9744.20,17172.00
46022.17049,20,30.00,0.67,229.83,360.00
4640.63071,1070,1591.20,0.67,13945.27,19094.40
49867.48071,2,3.00,0.67,25.61,36.00
53825.93435,4,6.00,0.67,37.60,72.00
56062.73383,10,15.00,0.67,62939.76,180.00
58083.65422,727,1092.00,0.67,3767.55,13104.00
58978.24688,4,6.00,0.67,20.23,72.00
59069.77943,21,31.20,0.67,256.58,374.40
59728.2109,2,3.00,0.67,8.47,36.00
74532.16,136,204.00,0.67,829.42,2448.00
80430.37141,203,305.00,0.67,16035.79,3660.00
80571.43174,12,18.00,0.67,354.79,216.00
87232.7768,8482,12597.60,0.67,104126.56,151171.20
90478.79893,34,51.00,0.67,858.55,612.00
91785.33863,10,15.00,0.67,58.24,180.00
98834.21824,532,796.80,0.67,6686.33,9561.60
26525.0436,112,169.60,0.66,3774.43,2035.20
27249.77679,26,39.60,0.66,157.31,475.20
28063.98004,9969,15207.00,0.66,70972.29,182484.00
44208.9097,273,415.80,0.66,10297.90,4989.60
747.6157018,6576,9965.00,0.66,34245.97,119580.00
79974.57181,21221,32315.00,0.66,108400.39,387780.00
8396.036677,157,238.00,0.66,11798.67,2856.00
87631.39657,32358,48745.00,0.66,227620.06,584940.00
18353.49057,318,487.20,0.65,9177.15,5846.40
23247.41692,7,10.80,0.65,90.93,129.60
2753.120319,42,65.00,0.65,1045.18,780.00
50420.98956,58,88.80,0.65,8086.61,1065.60
61949.22183,67,102.60,0.65,1142.64,1231.20
68435.63096,45,69.60,0.65,4829.92,835.20
87198.89708,14,21.60,0.65,998.19,259.20
16202.39659,384,597.60,0.64,9383.15,7171.20
19188.97653,215,334.80,0.64,6463.23,4017.60
30739.83347,473,741.00,0.64,3484.25,8892.00
78230.81337,16,25.00,0.64,286.58,300.00
87814.61072,149,233.60,0.64,1499.80,2803.20
12808.25974,961,1533.60,0.63,10817.71,18403.20
23332.87361,129,205.20,0.63,1061.04,2462.40
24318.61343,10,16.00,0.63,115.40,192.00
32008.61935,5,8.00,0.63,43.00,96.00
34243.07841,13,20.80,0.63,1739.13,249.60
36898.13304,69,110.40,0.63,47771.29,1324.80
38559.74417,5,8.00,0.63,68.30,96.00
39928.92215,66,104.00,0.63,469.54,1248.00
40989.98232,243,384.00,0.63,1218.22,4608.00
41407.0252,80,127.20,0.63,1712.52,1526.40
46597.28823,226,356.40,0.63,1259.82,4276.80
57416.49581,128,204.00,0.63,1261.59,2448.00
75778.01045,424,669.60,0.63,7862.35,8035.20
79757.16542,5,8.00,0.63,99.41,96.00
82812.70332,70,110.40,0.63,820.70,1324.80
89858.93272,41,65.60,0.63,1591.78,787.20
9166.740085,33,52.80,0.63,541.60,633.60
97164.69178,168,268.40,0.63,4198.31,3220.80
12128.43273,39,63.00,0.62,1040.64,756.00
18093.39803,145,235.20,0.62,1588.58,2822.40
27931.32597,346,554.40,0.62,48630.17,6652.80
3168.332644,4688,7580.00,0.62,35422.33,90960.00
34274.56174,2191,3520.00,0.62,22858.95,42240.00
47004.24269,40,65.00,0.62,291.56,780.00
56216.19554,61,98.40,0.62,1110.53,1180.80
93769.78771,528,849.00,0.62,14643.51,10188.00
94947.71683,406,655.20,0.62,10464.31,7862.40
19299.52682,163,267.00,0.61,1240.94,3204.00
3596.258665,1207,1985.00,0.61,46040.87,23820.00
38880.52514,2932,4792.80,0.61,19081.23,57513.60
44375.94425,11,18.00,0.61,225.46,216.00
46526.14142,112,183.00,0.61,1201.99,2196.00
50321.69367,404,660.00,0.61,8102.84,7920.00
58470.64716,23,37.80,0.61,1195.02,453.60
60925.83975,18,29.60,0.61,160.67,355.20
64810.32298,46,74.80,0.61,3644.89,897.60
94247.97473,11,18.00,0.61,231.75,216.00
95344.06909,372,607.20,0.61,11473.95,7286.40
97205.91371,125,205.20,0.61,781.73,2462.40
18008.97887,71,117.60,0.60,994.24,1411.20
18728.79269,2238,3718.00,0.60,29845.88,44616.00
19925.59227,100,165.60,0.60,1288.89,1987.20
27362.13935,96,159.00,0.60,6495.48,1908.00
34397.90417,160,268.40,0.60,3649.80,3220.80
45558.36564,72748,121220.00,0.60,538973.39,1454640.00
46476.69875,15,25.00,0.60,355.20,300.00
49467.87115,2633,4424.40,0.60,15955.13,53092.80
66650.70302,1024,1702.80,0.60,6476.51,20433.60
72292.61001,71,118.80,0.60,7988.93,1425.60
78607.59891,45,74.80,0.60,1122.73,897.60
88245.07882,1047,1731.60,0.60,7557.11,20779.20
93229.43546,25,41.60,0.60,3097.86,499.20
11299.55072,239,405.00,0.59,7954.19,4860.00
12591.10447,16,27.00,0.59,117.74,324.00
14103.03964,34,57.20,0.59,1293.30,686.40
22511.99721,23621,40160.00,0.59,167861.13,481920.00
36412.69172,16,27.00,0.59,119.45,324.00
36471.18527,41,69.60,0.59,403.38,835.20
49940.1708,2069,3510.00,0.59,74957.12,42120.00
52169.04283,127,213.60,0.59,1532.72,2563.20
53822.56425,13,22.00,0.59,90.01,264.00
53890.45119,39,66.60,0.59,1039.35,799.20
59196.26073,18,30.60,0.59,264.13,367.20
73291.86838,1114,1890.00,0.59,35298.86,22680.00
76231.03342,23,39.00,0.59,452.38,468.00
81592.47126,161,274.20,0.59,1453.42,3290.40
95967.6622,191,325.20,0.59,1347.14,3902.40
11944.61174,137,238.00,0.58,2986.36,2856.00
13566.6382,48,82.80,0.58,425.13,993.60
19661.95471,810,1390.40,0.58,18236.39,16684.80
36628.5949,141,244.80,0.58,1151.99,2937.60
47546.81561,44,75.60,0.58,370.78,907.20
51310.78553,46,79.20,0.58,861.47,950.40
68042.0436,137,238.00,0.58,1574.46,2856.00
70588.49851,1022,1761.60,0.58,8414.68,21139.20
86637.3065,9,15.60,0.58,735.60,187.20
86716.7742,80,137.20,0.58,1041.73,1646.40
10741.3015,1350,2368.00,0.57,13948.91,28416.00
13235.04131,304,536.80,0.57,4054.18,6441.60
19193.13063,2114,3711.00,0.57,28943.02,44532.00
32535.36267,4087,7174.80,0.57,28362.67,86097.60
37118.06545,1279,2241.60,0.57,164863.15,26899.20
41862.31552,92,160.80,0.57,1329.34,1929.60
48177.98048,223,388.80,0.57,3258.31,4665.60
60355.84501,1337,2345.00,0.57,17198.04,28140.00
61240.23018,40,69.60,0.57,942.22,835.20
66159.28149,64,111.60,0.57,547.86,1339.20
72252.52323,42,73.80,0.57,582.31,885.60
80969.10545,536,934.40,0.57,45584.21,11212.80
89168.13456,163,286.00,0.57,3094.41,3432.00
9530.401133,8,14.00,0.57,372.75,168.00
96062.58778,92,162.00,0.57,1149.05,1944.00
12391.62135,16,28.80,0.56,212.74,345.60
12419.57396,93,165.60,0.56,755.27,1987.20
12691.7175,151,268.40,0.56,6217.16,3220.80
16763.75203,4,7.20,0.56,52.90,86.40
2813.969934,11,19.80,0.56,236.06,237.60
30303.93974,174,312.00,0.56,2542.73,3744.00
30446.83697,2663,4783.20,0.56,16734.66,57398.40
35029.33365,89,159.00,0.56,1351.52,1908.00
36230.00449,87,156.00,0.56,441.34,1872.00
41576.82015,15,27.00,0.56,3110.35,324.00
41967.30897,10,18.00,0.56,920.39,216.00
4480.640121,249,445.00,0.56,5294.00,5340.00
54644.76441,22,39.00,0.56,264.65,468.00
57896.9913,159,283.20,0.56,911.68,3398.40
62206.36319,123,219.00,0.56,5108.77,2628.00
62925.39261,3,5.40,0.56,28.00,64.80
65187.64152,42,74.80,0.56,1019.39,897.60
68677.35508,22,39.60,0.56,1596.90,475.20
78653.37195,2193,3916.80,0.56,15047.64,47001.60
87489.68716,12156,21652.80,0.56,102665.93,259833.60
89321.96051,42,74.80,0.56,8404.75,897.60
17846.65633,156,286.00,0.55,3887.97,3432.00
21062.89384,563,1016.40,0.55,4071.67,12196.80
32745.01858,544,984.00,0.55,10171.32,11808.00
415.6140404,28,51.00,0.55,2896.30,612.00
43081.60824,133,243.60,0.55,976.07,2923.20
5065.188283,47,85.00,0.55,473.68,1020.00
51528.00533,858,1552.80,0.55,5467.02,18633.60
52573.89521,661,1209.60,0.55,3991.44,14515.20
66529.1874,1697,3070.80,0.55,14666.00,36849.60
75569.60735,365,669.00,0.55,30549.66,8028.00
77672.9379,86,156.00,0.55,1701.69,1872.00
86564.39253,5323,9598.40,0.55,39727.91,115180.80
88372.4601,1108,2008.80,0.55,12859.21,24105.60
90403.3881,4122,7559.20,0.55,29609.53,90710.40
90793.93472,1706,3105.60,0.55,53500.03,37267.20
91096.30959,180,324.80,0.55,15171.38,3897.60
94862.77623,8387,15178.80,0.55,59745.28,182145.60
20167.09523,31,57.20,0.54,549.92,686.40
24687.64874,223,409.20,0.54,6644.58,4910.40
28221.53884,179,331.20,0.54,2218.95,3974.40
30641.93847,32,58.80,0.54,171.18,705.60
31126.68106,42,78.40,0.54,535.59,940.80
36903.02252,191,352.80,0.54,4013.25,4233.60
57475.61525,31,57.20,0.54,330.19,686.40
70111.06583,67,123.20,0.54,752.71,1478.40
82197.08445,1018,1870.00,0.54,9914.22,22440.00
82550.86699,16281,30128.00,0.54,123750.20,361536.00
82785.40808,221,409.20,0.54,2531.27,4910.40
