sku,inventory_units_on_hand,reorder_point,units_below_reorder_point,daily_demand,lead_time_days,safety_stock,on_hand_stock_value
4640.63071,1070,1929.54,859.54,53.04,27,497.46,13945.27
58114.46097,956,1813.31,857.31,85.76,17,355.39,7036.66
51528.00533,858,1714.25,856.25,51.76,28,264.97,5467.02
8198.375067,2753,3607.70,854.70,75.96,38,721.22,14758.43
92208.60078,1797,2643.48,846.48,69.20,26,844.28,12426.78
17596.66454,451,1294.99,843.99,16.13,58,359.26,2337.17
56037.89845,713,1556.77,843.77,28.70,41,380.07,4398.62
12808.25974,961,1800.81,839.81,51.12,27,420.57,10817.71
38534.162,787,1620.10,833.10,57.00,21,423.10,5541.11
39833.66569,313,1141.75,828.75,25.00,33,316.75,3127.23
2797.320736,1835,2659.48,824.48,46.60,52,236.28,34813.57
21779.73596,1494,2313.65,819.65,10.64,123,1004.93,38901.05
43619.56221,276,1089.43,813.43,39.84,23,173.11,1669.47
43315.24026,658,1456.76,798.76,17.36,62,380.44,9231.39
74569.65391,207,1003.40,796.40,10.17,76,230.73,131154.06
39095.80432,218,1000.58,782.58,27.63,33,88.90,5583.20
7833.644401,392,1172.63,780.63,33.00,31,149.63,2687.23
13701.89066,1136,1916.21,780.21,101.71,15,390.51,5908.66
90641.8808,519,1295.99,776.99,14.64,66,329.75,3277.00
74486.50399,244,1016.96,772.96,20.24,41,187.12,2512.91
89546.99097,259,1017.83,758.83,50.88,17,152.87,7874.21
13235.04131,304,1060.79,756.79,17.89,44,273.49,4054.18
96539.69681,426,1175.60,749.60,40.50,23,244.10,5855.36
23114.85959,223,952.88,729.88,43.41,18,171.44,1120.49
73298.64989,2223,2940.14,717.14,20.30,66,1600.34,20299.62
49056.04127,1359,2073.01,714.01,40.48,35,656.21,11182.84
65377.15408,846,1554.24,708.24,81.49,17,168.86,16197.46
16792.61395,1100,1792.52,692.52,9.12,130,606.92,30177.37
72448.97528,426,1117.77,691.77,47.30,19,219.07,4642.34
7908.806989,439,1128.34,689.34,53.80,16,267.54,7923.67
17357.58358,336,1021.78,685.78,28.05,29,208.23,5440.84
3526.790467,290,971.46,681.46,24.36,31,216.30,18585.29
3093.613486,422,1102.33,680.33,41.28,20,276.73,2769.23
1194.662959,333,1012.51,679.51,26.76,29,236.47,4540.21
21179.05749,275,946.16,671.16,21.67,29,317.82,8676.26
58083.65422,727,1391.87,664.87,36.40,28,372.67,3767.55
7029.358676,234,897.08,663.08,71.15,11,114.47,1692.89
92167.07479,538,1199.74,661.74,37.20,23,344.14,10258.85
95346.79829,564,1212.13,648.13,76.00,12,300.13,3360.48
37450.54569,4249,4895.20,646.20,38.32,108,756.64,45805.98
72632.12152,8687,9329.04,642.04,327.72,23,1791.48,92697.53
95344.06909,372,1013.64,641.64,20.24,31,386.20,11473.95
38791.91313,500,1134.24,634.24,85.17,13,26.99,2856.41
34397.37524,585,1215.24,630.24,11.50,44,709.24,5900.56
19058.81913,112,738.28,626.28,78.83,8,107.62,1474.32
48946.51898,426,1048.66,622.66,14.24,66,108.82,12698.83
87576.31826,117,738.28,621.28,78.83,8,107.62,1162.82
79739.54418,1847,2466.75,619.75,46.44,44,423.39,46394.46
5589.677063,1470,2088.96,618.96,20.40,76,538.56,42507.83
14965.64597,325,931.44,606.44,24.33,23,371.77,7765.53
82525.33971,321,926.11,605.11,148.92,5,181.51,2539.60
76912.21514,879,1480.57,601.57,23.36,46,406.01,6429.56
89670.35653,2284,2877.92,593.92,49.81,46,586.50,16473.83
50321.69367,404,986.82,582.82,22.00,26,414.82,8102.84
65537.65773,563,1143.92,580.92,169.80,5,294.92,3281.04
29275.11571,114,690.84,576.84,33.83,17,115.67,1139.19
766.3896251,430,999.51,569.51,28.37,27,233.43,4825.21
59540.86287,727,1296.40,569.40,10.72,87,363.76,9171.46
51560.04023,339,904.07,565.07,11.01,66,177.19,19340.11
5409.530584,135,697.32,562.32,22.32,28,72.36,2440.10
65391.11999,436,991.49,555.49,70.40,11,217.09,2486.00
16202.39659,384,933.64,549.64,19.92,31,316.12,9383.15
15253.35954,173,719.51,546.51,27.28,21,146.63,3928.20
80109.94767,3193,3739.29,546.29,115.28,28,511.45,27367.10
43809.86457,412,958.20,546.20,18.48,35,311.40,3673.24
44496.49661,260,803.09,543.09,31.67,16,296.42,4254.37
82709.24091,244,775.61,531.61,8.95,60,238.81,5134.86
59279.79637,506,1030.71,524.71,66.45,12,233.27,3540.38
4480.640121,249,769.91,520.91,14.83,33,280.41,5294.00
76441.54962,188,708.43,520.43,43.83,11,226.26,1257.13
50957.97218,761,1277.90,516.90,16.60,44,547.50,29934.04
4947.666398,252,768.42,516.42,44.59,11,277.97,1445.87
59302.89808,204,717.52,513.52,42.09,12,212.40,1314.91
46383.9519,206,717.66,511.66,14.83,32,242.99,29677.82
52573.89521,661,1171.94,510.94,40.32,16,526.82,3991.44
37557.19109,370,878.76,508.76,28.75,23,217.58,7605.95
9526.482248,296,803.31,507.31,38.57,14,263.28,2252.41
3557.786413,596,1095.61,499.61,88.08,12,38.65,13541.00
49843.96956,651,1149.86,498.86,22.32,27,547.22,7454.38
5404.511258,285,782.70,497.70,20.30,31,153.40,17564.54
50536.67543,389,880.97,491.97,28.30,23,230.07,4376.54
62008.62797,412,901.89,489.89,15.49,44,220.19,4387.83
93769.78771,528,1015.84,487.84,28.30,23,364.94,14643.51
43160.03555,191,676.15,485.15,103.25,6,56.63,1203.42
61623.30086,1442,1914.52,472.52,61.28,28,198.68,19871.12
41010.12339,201,672.33,471.33,45.36,13,82.65,1129.53
29443.44791,285,754.83,469.83,19.65,25,263.50,2791.85
75569.60735,365,834.21,469.21,22.30,26,254.41,30549.66
34340.89343,589,1058.01,469.01,10.72,76,243.29,4191.40
52150.24179,445,912.15,467.15,7.77,55,484.62,11092.69
27821.00845,163,630.12,467.12,20.33,23,162.45,5143.80
64737.50782,126,592.87,466.87,14.60,37,52.67,1079.22
89243.77892,323,784.78,461.78,13.64,33,334.66,5226.63
82649.02655,636,1096.65,460.65,17.49,53,169.51,8983.80
90924.36709,131,589.96,458.96,27.00,16,157.96,1284.88
40954.52543,166,621.47,455.47,23.40,22,106.67,2330.39
27931.32597,346,800.63,454.63,18.48,23,375.59,48630.17
54050.97542,117,570.87,453.87,16.72,28,102.71,1756.18
70246.00321,357,809.78,452.78,15.12,35,280.58,3855.95
15390.4921,270,722.02,452.02,28.48,22,95.46,3192.27
98972.77991,223,667.53,444.53,22.00,21,205.53,2772.58
6239.586338,176,619.90,443.90,2.17,190,208.23,24054.26
8380.815604,845,1288.33,443.33,14.75,51,536.25,9495.47
50118.45693,557,996.12,439.12,18.56,31,420.76,10253.16
72201.46064,633,1067.39,434.39,161.36,5,260.59,4209.98
73576.4875,249,680.07,431.07,23.40,21,188.67,3514.28
81765.22543,1180,1609.43,429.43,79.32,16,340.31,8262.20
73714.04524,321,745.52,424.52,11.36,52,154.80,7069.29
69270.3075,392,816.26,424.26,12.60,46,236.66,3379.13
52341.01919,228,651.53,423.53,15.12,31,182.81,1699.67
22927.3999,240,663.35,423.35,18.48,23,238.31,4120.41
49002.29976,654,1074.16,420.16,26.35,22,494.53,8544.03
79775.55118,436,853.31,417.31,20.08,34,170.59,2762.23
17856.66378,472,882.53,410.53,16.56,31,369.17,2937.47
58765.31507,233,642.95,409.95,14.96,25,268.95,1291.22
50262.8849,86,493.99,407.99,13.64,30,84.79,1491.86
37199.40082,352,758.36,406.36,34.40,16,207.96,3658.66
39789.33265,293,694.14,401.14,27.52,21,116.22,2813.91
13305.90624,358,757.62,399.62,12.51,46,182.31,2536.37
28199.61617,109,507.97,398.97,5.32,87,45.13,3074.71
2853.429693,660,1058.93,398.93,9.30,66,445.13,5668.90
56096.26675,170,564.95,394.95,13.05,31,160.29,4290.73
84276.1629,249,643.31,394.31,19.44,23,196.19,18067.51
76540.99113,231,624.61,393.61,27.72,16,181.09,6833.06
79960.39306,352,744.74,392.74,96.65,4,358.13,3179.27
40235.04519,88,478.07,390.07,13.20,33,42.47,3935.79
54440.0798,348,737.44,389.44,15.15,33,237.60,3740.02
58828.96152,971,1359.99,388.99,64.32,17,266.55,6648.90
56592.45296,107,495.78,388.78,16.13,28,44.05,1216.49
68000.85251,525,911.33,386.33,1.96,290,342.93,12428.60
43049.36974,775,1160.77,385.77,49.20,15,422.77,12418.64
93423.30877,222,605.05,383.05,29.12,16,139.13,1792.35
53336.45984,179,560.33,381.33,16.72,23,175.77,4980.26
42916.78441,329,707.88,378.88,10.88,46,207.40,2404.00
65490.25957,351,727.01,376.01,10.45,46,246.16,4336.77
36027.65259,93,468.93,375.93,64.09,6,84.37,1574.48
80430.37141,203,578.81,375.81,10.17,33,243.31,16035.79
7176.598732,364,733.65,369.65,24.70,21,214.95,2645.69
21391.12157,88,456.64,368.64,23.17,16,85.86,1091.70
34390.00277,471,838.85,367.85,19.76,33,186.77,2554.54
26412.83289,601,968.72,367.72,18.16,35,333.12,17291.95
15597.37267,128,495.53,367.53,16.13,22,140.60,1691.10
92841.77308,308,673.40,365.40,20.70,23,197.30,5521.90
11299.55072,239,601.91,362.91,13.50,23,291.41,7954.19
50454.54597,513,872.11,359.11,16.60,31,357.51,7663.47
82289.6548,255,612.50,357.50,25.92,17,171.86,3536.25
21236.77097,704,1057.94,353.94,9.48,88,223.70,5673.72
86385.28281,218,569.76,351.76,33.00,12,173.76,4422.40
96362.12156,172,523.28,351.28,34.72,12,106.64,1713.18
72649.08856,346,691.69,345.69,22.32,23,178.33,8457.71
1093.566669,712,1052.95,340.95,30.08,22,391.19,12014.15
68319.07542,538,878.17,340.17,21.50,25,340.67,3234.21
66245.92726,344,683.48,339.48,29.44,17,183.00,13286.32
71032.68656,177,516.01,339.01,13.20,28,146.41,18976.11
26356.05607,193,525.02,332.02,13.20,28,155.42,5190.89
39092.32166,118,448.97,330.97,17.80,21,75.17,1512.65
34704.75954,200,528.38,328.38,14.56,31,77.02,1362.79
92052.30979,11484,11811.86,327.86,231.73,44,1615.59,288391.12
56397.93765,301,624.48,323.48,26.79,16,195.89,1606.77
91153.84839,501,823.84,322.84,14.29,31,380.74,8270.40
19688.64901,219,541.37,322.37,4.84,66,221.93,2731.89
35730.5836,121,442.96,321.96,13.50,23,132.46,2284.08
53079.25885,475,796.10,321.10,11.16,60,126.50,9000.15
24687.64874,223,543.15,320.15,13.64,23,229.43,6644.58
92572.36416,158,477.55,319.55,11.76,37,42.43,1345.33
21392.91957,196,509.69,313.69,64.56,5,186.89,1674.41
81501.09753,146,457.17,311.17,13.00,28,93.17,13690.56
990.6670531,472,782.36,310.36,15.49,33,271.08,3385.68
45174.96376,242,550.63,308.63,10.20,35,193.63,3933.36
16165.94128,276,581.57,305.57,60.57,5,278.71,2240.64
34316.69162,489,791.36,302.36,17.52,31,248.24,5188.79
90520.7083,135,436.16,301.16,43.20,8,90.56,1226.40
44766.43608,345,645.86,300.86,12.88,35,195.06,2731.82
84042.99035,205,504.57,299.57,18.95,21,106.69,1133.10
28071.43638,66,362.63,296.63,28.16,12,24.71,1758.49
89168.13456,163,459.43,296.43,9.53,31,163.89,3094.41
9994.266704,314,610.25,296.25,15.40,26,209.85,7311.37
70588.49851,1022,1317.54,295.54,58.72,20,143.14,8414.68
11288.29837,225,518.98,293.98,7.77,37,231.37,2742.02
46105.6719,129,420.34,291.34,15.12,20,117.94,1543.72
82840.00177,205,491.07,286.07,2.24,145,166.27,1480.07
3917.77502,304,587.90,283.90,9.44,45,163.10,1663.19
34397.90417,160,441.30,281.30,8.95,31,163.95,3649.80
32116.59585,79,360.28,281.28,23.67,11,99.95,1347.18
1258.781429,218,498.50,280.50,23.88,16,116.42,1391.76
33690.34864,182,462.02,280.02,13.60,28,81.22,3236.48
90973.58038,181,460.41,279.41,12.17,16,265.74,1375.98
18878.15735,90,364.57,274.57,10.83,23,115.40,1303.13
38093.32095,624,898.04,274.04,27.10,18,410.24,3296.12
68029.7579,307,580.85,273.85,4.44,74,252.29,2859.03
52881.43645,330,602.46,272.46,8.64,43,230.94,2747.89
34575.36534,256,525.56,269.56,16.13,16,267.43,2580.97
33850.33114,116,384.87,268.87,30.95,8,137.30,1221.86
28449.61835,200,468.86,268.86,26.70,16,41.66,1007.97
99092.46226,86,354.53,268.53,10.83,22,116.20,1698.59
84694.08252,144,411.29,267.29,6.51,48,98.97,1032.89
12710.54877,489,754.80,265.80,12.60,31,364.20,42771.83
9568.790692,179,441.37,262.37,36.56,11,39.21,1310.58
82506.3155,215,476.63,261.63,8.76,35,170.03,2757.65
54977.50853,219,478.17,259.17,23.68,16,99.29,63691.01
39840.7382,200,458.70,258.70,1.21,265,137.16,1644.42
99761.34426,179,437.60,258.60,24.92,16,38.88,900.96
79319.56159,550,805.16,255.16,11.31,33,432.04,9424.37
6038.437072,192,446.86,254.86,5.43,44,208.08,10733.38
44208.9097,273,524.28,251.28,13.86,33,66.90,10297.90
12159.11518,194,445.20,251.20,6.81,46,131.79,1770.66
18449.16851,460,709.82,249.82,9.24,60,155.42,21351.31
10047.9373,133,381.18,248.18,33.83,8,110.52,987.85
91923.4293,83,329.84,246.84,10.83,22,91.50,2241.75
2669.177997,125,371.74,246.74,4.57,66,69.90,3774.38
43704.71123,424,669.95,245.95,37.36,17,34.83,4419.93
64482.4853,269,514.43,245.43,10.88,28,209.79,37613.94
14220.41262,56,300.46,244.46,24.35,11,32.64,541.46
60018.75247,58,302.25,244.25,5.40,51,26.85,2522.48
6795.122228,290,534.09,244.09,11.40,29,203.49,6561.95
17724.92674,202,443.39,241.39,4.20,74,132.59,136785.83
3420.153399,171,411.58,240.58,6.60,30,213.58,1128.77
84656.47876,116,354.23,238.23,9.53,23,134.96,1003.61
40359.66273,187,422.16,235.16,8.76,31,150.60,3260.36
12783.54968,307,539.16,232.16,9.76,41,139.00,2694.26
39398.79289,339,570.71,231.71,9.72,28,298.55,6465.81
82785.40808,221,452.32,231.32,13.64,16,234.08,2531.27
61513.44926,93,323.55,230.55,45.17,5,97.72,2256.84
18353.49057,318,544.24,226.24,16.24,23,170.72,9177.15
56870.09973,76,299.76,223.76,2.49,85,87.83,1741.60
63165.45343,1360,1578.13,218.13,18.92,76,140.21,7711.87
93847.02035,516,733.25,217.25,6.80,66,284.45,17852.65
38055.38453,2222,2439.14,217.14,17.76,88,876.26,30232.62
19572.58943,73,289.53,216.53,11.31,21,52.09,1087.78
90981.63034,200,415.54,215.54,25.50,11,135.04,4015.47
3015.299583,100,315.21,215.21,14.96,16,75.85,587.55
71502.14742,123,336.98,213.98,8.83,21,151.48,7473.51
4179.736314,546,757.51,211.51,19.92,33,100.15,11703.55
25506.41763,67,278.19,211.19,20.33,11,54.52,1129.80
3478.938552,363,567.61,204.61,12.32,33,161.05,2538.17
13599.73411,90,293.94,203.94,6.83,28,102.61,2387.05
67214.50172,97,300.72,203.72,11.29,16,120.03,1362.46
98329.55094,86,288.64,202.64,3.08,61,100.76,1237.26
94028.81348,501,702.66,201.66,23.31,23,166.61,10398.22
45418.91071,157,356.94,199.94,7.19,21,206.02,1602.64
7484.962409,208,407.32,199.32,22.64,13,113.00,12702.01
16751.60479,417,615.20,198.20,11.68,32,241.44,32762.45
36903.02252,191,389.16,198.16,11.76,23,118.68,4013.25
51079.91694,81,279.14,198.14,7.93,29,49.07,991.06
88394.37669,128,325.74,197.74,9.72,23,102.18,17545.67
37919.04046,1027,1223.28,196.28,3.70,120,779.28,25486.74
64314.37807,155,350.93,195.93,4.84,38,167.01,6752.90
19188.97653,215,410.91,195.91,11.16,20,187.71,6463.23
73387.0324,88,283.57,195.57,10.20,20,79.57,996.76
52640.43787,96,291.55,195.55,45.76,5,62.75,719.83
76289.42711,74,269.26,195.26,12.72,16,65.74,1004.26
12912.21779,117,310.98,193.98,53.97,5,41.12,985.19
8357.205586,168,361.89,193.89,14.96,16,122.53,861.32
48169.95335,91,284.19,193.19,6.84,29,85.83,1316.10
9459.675836,152,344.78,192.78,46.93,5,110.12,953.13
44205.04411,74,266.13,192.13,13.05,16,57.28,571.14
29459.79577,55,246.41,191.41,9.72,21,42.29,1014.03
20398.71322,131,319.77,188.77,9.12,27,73.53,1425.99
13539.16641,105,291.79,186.79,10.20,23,57.19,9081.31
57978.83457,134,318.77,184.77,4.84,37,139.69,2346.56
48177.98048,223,405.26,182.26,12.96,23,107.18,3258.31
56666.55127,98,279.45,181.45,44.50,5,56.95,3013.06
63104.85832,61,238.53,177.53,36.23,5,57.40,2221.10
58168.27747,377,552.89,175.89,11.04,31,210.65,8342.49
7011.978794,122,296.87,174.87,9.30,22,92.27,1032.55
56531.78891,158,332.39,174.39,2.83,68,139.72,791.80
36370.45265,119,293.07,174.07,12.47,16,93.60,1234.54
12676.44662,183,355.89,172.89,6.81,36,110.61,6020.36
36628.5949,141,313.45,172.45,8.16,35,27.85,1151.99
97836.37886,54,225.31,171.31,6.83,26,47.64,427.59
24480.71311,143,313.65,170.65,13.80,16,92.85,2280.99
13232.79607,86,256.39,170.39,5.43,31,88.17,3911.81
29973.66394,253,422.85,169.85,4.37,51,199.81,25609.62
88499.43008,48,217.77,169.77,17.00,11,30.77,259.74
94785.8318,112,281.59,169.59,12.47,15,94.59,587.59
62503.38677,76,243.93,167.93,8.83,15,111.43,1722.39
13857.98308,218,385.07,167.07,3.95,55,168.00,12972.81
93614.81142,220,386.40,166.40,5.32,46,141.68,6327.93
17846.65633,156,321.72,165.72,9.53,16,169.18,3887.97
56345.05754,180,340.03,160.03,14.00,16,116.03,4969.31
8954.076984,510,670.03,160.03,20.70,15,359.53,4156.90
33180.04635,171,330.78,159.78,4.88,51,81.90,9781.06
50064.12161,129,288.73,159.73,8.28,22,106.57,2960.35
24821.80158,51,210.68,159.68,2.49,60,61.08,1424.38
62206.36319,123,281.18,158.18,7.30,27,84.08,5108.77
59245.0841,205,362.76,157.76,9.80,23,137.36,3876.49
85865.43543,97,254.49,157.49,6.60,23,102.69,8682.89
26376.72145,57,211.97,154.97,2.22,87,18.83,1793.44
92382.50898,174,328.29,154.29,15.80,16,75.49,1009.01
72831.12371,32,185.66,153.66,4.83,35,16.49,206.70
46597.28823,226,378.90,152.90,11.88,16,188.82,1259.82
42528.76975,80,232.73,152.73,7.57,28,20.68,1189.46
30303.93974,174,325.21,151.21,10.40,23,86.01,2542.73
46611.83305,1729,1880.06,151.06,120.32,11,556.54,14068.15
29891.19471,129,279.34,150.34,8.36,21,103.78,1223.50
12691.7175,151,301.04,150.04,8.95,15,166.84,6217.16
27049.09815,150,298.24,148.24,11.76,16,110.08,1411.33
17700.07071,198,346.11,148.11,15.20,15,118.11,1255.78
51201.69218,52,199.84,147.84,6.01,23,61.53,1235.47
68042.0436,137,284.77,147.77,7.93,23,102.30,1574.46
41213.87088,79,226.60,147.60,0.73,176,97.53,1022.24
7168.284088,158,305.54,147.54,42.65,5,92.28,3487.39
89811.80717,60,207.45,147.45,0.73,200,60.78,3557.81
10364.08644,50,197.34,147.34,2.17,60,67.34,1117.37
12512.44766,533,678.60,145.60,109.12,5,133.00,4044.95
77925.24545,40,185.53,145.53,6.17,21,56.03,1648.49
26525.0436,112,257.49,145.49,5.65,31,82.24,3774.43
43822.25836,27,171.54,144.54,54.84,3,7.02,288.98
73771.9607,261,405.51,144.51,12.00,23,129.51,2524.27
29598.79286,170,314.31,144.31,11.39,16,132.12,1684.93
70982.74714,132,275.26,143.26,20.83,8,108.65,1396.74
29811.36582,114,256.39,142.39,16.20,11,78.19,4792.97
28221.53884,179,321.33,142.33,11.04,22,78.45,2218.95
60158.7279,71,213.23,142.23,10.12,16,51.31,798.36
43781.96218,253,395.17,142.17,37.86,8,92.29,1605.53
32623.09674,47,188.58,141.58,3.48,44,35.46,8835.13
63307.53543,72,212.35,140.35,13.63,12,48.83,1135.83
91970.25303,42,180.65,138.65,70.55,2,39.55,2439.83
49717.44659,208,346.42,138.42,3.30,60,148.42,4519.37
4776.122885,61,199.22,138.22,6.01,26,42.88,1226.33
82832.34393,168,306.16,138.16,6.48,31,105.28,1544.00
53178.28644,185,322.75,137.75,4.56,45,117.55,1605.68
24760.86271,180,317.65,137.65,6.44,31,118.01,4750.32
15592.2983,483,620.63,137.63,9.30,28,360.23,9207.46
76461.28919,45,182.45,137.45,8.95,15,48.25,1350.99
56881.87625,56,193.16,137.16,11.00,16,17.16,469.76
82555.758,62,198.50,136.50,4.84,31,48.46,429.81
70545.46037,86,222.25,136.25,9.53,16,69.72,1298.42
82599.30915,63,197.19,134.19,4.83,28,61.86,398.60
54543.47579,177,309.04,132.04,8.17,16,178.37,1147.51
63005.95015,105,236.25,131.25,25.23,8,34.44,1503.67
13116.39256,63,193.84,130.84,8.28,16,61.36,1580.06
49472.71625,1073,1203.83,130.83,24.53,22,664.25,8939.96
91961.60577,180,310.76,130.76,8.76,23,109.28,1180.43
63934.82728,49,179.11,130.11,10.20,16,15.91,387.46
11944.61174,137,266.98,129.98,7.93,23,84.51,2986.36
31324.97779,102,231.78,129.78,7.30,21,78.48,1027.73
62848.09046,75,204.56,129.56,27.28,5,68.16,569.43
52738.31427,54,183.28,129.28,4.25,31,51.43,10422.70
71481.31066,175,303.77,128.77,6.90,23,145.07,1143.91
33552.6275,290,418.16,128.16,10.03,38,37.15,21243.11
96830.56156,2737,2865.05,128.05,18.28,123,616.61,71274.46
71418.1479,157,284.70,127.70,2.64,88,52.38,1194.80
18093.39803,145,272.63,127.63,7.84,23,92.31,1588.58
27362.13935,96,223.38,127.38,5.30,31,59.08,6495.48
8263.863572,85,209.05,124.05,3.08,38,92.01,8084.36
19299.52682,163,285.79,122.79,8.90,23,81.09,1240.94
26443.5343,184,306.74,122.74,6.36,23,160.46,2748.76
64862.27061,55,177.65,122.65,22.80,6,40.85,3373.53
67997.98926,12,134.63,122.63,61.33,2,11.96,1366.10
62403.27701,29,151.19,122.19,4.92,28,13.43,1159.47
59065.7381,124,245.84,121.84,4.44,38,77.12,999.60
27441.05294,69,190.70,121.70,8.50,16,54.70,1202.96
85710.85199,86,206.20,120.20,5.43,23,81.39,558.35
40406.70397,296,416.09,120.09,22.32,11,170.57,11817.38
97205.91371,125,244.99,119.99,6.84,25,73.99,781.73
13835.64099,86,205.50,119.50,9.24,16,57.66,497.10
34901.62629,72,191.19,119.19,4.84,20,94.39,1387.02
77808.02707,65,184.10,119.10,11.39,12,47.46,1514.64
24878.72365,155,273.99,118.99,10.64,16,103.75,10144.65
81261.10865,86,204.48,118.48,6.60,21,65.88,725.60
59338.99383,126,243.59,117.59,3.00,37,132.59,1135.55
12151.20378,11,128.04,117.04,4.17,28,11.38,1067.26
64747.20442,41,157.31,116.31,6.83,16,47.97,25017.47
46526.14142,112,227.43,115.43,6.10,22,93.23,1201.99
8396.036677,157,272.19,115.19,7.93,21,105.59,11798.67
28729.89906,54,169.08,115.08,3.67,31,55.42,3891.50
10239.02632,55,169.37,114.37,6.01,20,49.11,486.55
42242.48607,48,162.16,114.16,3.67,31,48.49,3355.17
70461.63002,50,163.79,113.79,7.77,16,39.41,327.99
12797.36362,623,736.65,113.65,19.84,29,161.29,4386.47
71293.47981,140,253.40,113.40,3.60,46,87.80,1262.86
74649.14349,208,321.02,113.02,3.96,33,190.34,21676.10
94485.72991,409,521.98,112.98,7.28,60,85.18,10549.07
38529.69786,113,225.72,112.72,3.30,44,80.52,5976.45
72292.61001,71,183.36,112.36,3.96,31,60.60,7988.93
13256.11931,167,278.61,111.61,8.28,16,146.13,2221.16
91426.67159,211,321.51,110.51,3.00,60,141.51,1353.37
56373.14592,33,142.36,109.36,2.83,41,26.19,1383.18
55583.32874,81,189.68,108.68,22.56,7,31.76,1183.13
10194.79322,34,141.73,107.73,5.40,21,28.33,1181.51
29759.84406,56,160.58,104.58,5.84,22,32.10,1063.90
14400.80689,57,160.84,103.84,10.12,11,49.52,458.56
38388.46865,66,169.62,103.62,6.17,16,70.95,359.92
39231.86401,63,166.34,103.34,3.95,31,43.99,4332.85
55949.49666,29,132.25,103.25,2.83,33,38.75,1010.59
32628.01978,60,163.19,103.19,1.91,45,77.39,1177.57
34612.87214,53,154.13,101.13,3.96,28,43.25,3033.37
91537.48339,205,305.88,100.88,1.30,155,104.38,1186.64
12445.2829,92,192.36,100.36,6.80,20,56.36,1062.87
16511.1707,100,199.79,99.79,1.48,123,17.75,2788.10
7989.807903,60,157.60,97.60,22.00,5,47.60,325.72
68368.04535,104,201.25,97.25,4.50,28,75.25,35839.18
38489.70519,115,211.56,96.56,3.96,28,100.68,2485.02
18455.61381,274,370.42,96.42,4.24,51,154.18,4507.32
58600.29598,69,165.38,96.38,8.17,11,75.55,355.48
98708.20039,86,181.74,95.74,27.10,5,46.24,514.85
49986.20614,80,175.26,95.26,6.36,20,48.06,820.63
34964.02796,76,170.49,94.49,1.70,70,51.49,4326.79
73163.29742,37,131.35,94.35,1.81,66,11.67,311.31
91128.90038,62,156.11,94.11,5.50,16,68.11,366.77
57080.21584,261,354.86,93.86,8.80,21,170.06,1366.26
37057.50135,49,142.80,93.80,7.80,13,41.40,15885.80
60104.7615,500,593.73,93.73,5.10,77,201.03,7937.86
23332.87361,129,222.67,93.67,6.84,20,85.87,1061.04
4773.702864,136,229.57,93.57,22.96,8,45.89,946.13
73806.41833,103,196.04,93.04,12.60,11,57.44,551.26
28756.86246,53,145.50,92.50,8.31,13,37.51,1064.05
96062.58778,92,184.34,92.34,5.40,16,97.94,1149.05
57529.21552,39,131.16,92.16,9.15,12,21.40,1199.53
64810.32298,46,136.80,90.80,2.49,36,47.04,3644.89
96538.87718,132,222.35,90.35,11.80,11,92.55,2381.63
67889.90501,60,149.86,89.86,0.83,100,66.53,371.45
55168.57614,51,140.52,89.52,4.83,19,48.69,900.09
39272.0371,140,229.39,89.39,11.04,16,52.75,1619.12
49341.73825,244,333.29,89.29,11.68,26,29.61,1254.75
70304.02287,65,153.85,88.85,4.92,23,40.69,808.46
58204.41592,171,259.59,88.59,12.32,16,62.47,1142.18
28119.91436,166,254.07,88.07,8.10,21,83.97,1169.93
88924.53858,44,131.39,87.39,6.01,16,35.18,811.53
30931.06155,85,172.09,87.09,11.88,11,41.41,6070.28
86716.7742,80,166.73,86.73,4.57,23,61.54,1041.73
12342.41834,121,207.65,86.65,3.28,44,63.33,2458.46
46566.80195,29,115.45,86.45,3.08,29,26.13,588.79
67602.561,56,142.18,86.18,10.60,11,25.58,772.72
31835.0261,112,197.81,85.81,7.80,16,73.01,844.20
99188.33387,66,151.73,85.73,2.24,41,59.89,1067.11
8351.712288,117,202.07,85.07,4.62,34,44.99,5791.70
5080.470179,86,170.55,84.55,1.39,75,66.55,12318.50
39885.56665,43,126.62,83.62,103.84,1,22.78,1485.68
78607.59891,45,127.68,82.68,2.49,28,57.86,1122.73
43598.46964,17,99.48,82.48,4.83,16,22.15,1545.23
83489.02749,202,283.87,81.87,1.96,60,166.27,1410.97
95156.36474,122,203.67,81.67,2.49,40,103.93,770.70
27719.21863,31,111.08,80.08,2.49,29,38.78,1264.75
77672.9379,86,166.01,80.01,5.20,28,20.41,1701.69
57225.68169,54,133.47,79.47,0.83,87,60.97,393.49
21835.37788,28,106.58,78.58,0.83,81,39.08,1276.58
69483.66359,64,142.39,78.39,5.43,16,55.56,1412.60
14103.03964,34,111.73,77.73,1.91,36,43.09,1293.30
39377.98911,37,114.73,77.73,3.08,26,34.65,504.87
68318.78866,29,106.53,77.53,6.07,16,9.46,259.25
35393.00406,232,308.93,76.93,4.88,31,157.65,1758.93
12128.43273,39,115.74,76.74,2.10,40,31.74,1040.64
17675.74024,41,117.51,76.51,1.50,50,42.51,267.34
17735.99899,48,124.51,76.51,3.70,23,39.41,1585.58
29408.85344,15,91.27,76.27,3.96,21,8.11,442.41
27385.06481,84,160.10,76.10,3.92,29,46.42,10244.13
