sku,inventory_units_on_hand,reorder_point,reorder_shortfall,supplier_on_time_delivery,demand_variability_cov,lead_time_days,safety_stock,on_hand_stock_value
68005.84706,721,1913.13,1192.13,0.7700,0.5500,11,418.89,4771.89
95060.09803,481,1670.97,1189.97,1.0000,0.5000,13,334.05,8031.64
56625.98059,495,1676.56,1181.56,1.0000,0.4300,28,287.76,7893.83
88372.4601,1108,2288.81,1180.81,0.7700,1.1200,21,882.65,12859.21
35496.07527,1183,2359.04,1176.04,1.0000,0.7400,62,669.33,11076.78
88579.59732,603,1777.08,1174.08,0.7700,0.2500,11,157.88,4332.75
75778.01045,424,1592.20,1168.20,0.8200,0.4000,60,253.00,7862.35
94947.71683,406,1565.95,1159.95,0.8300,0.4100,60,255.55,10464.31
91222.74032,1644,2787.90,1143.90,0.9900,0.4700,108,524.22,49157.52
41997.10601,551,1692.55,1141.55,1.0000,0.4400,5,297.55,3253.61
63660.10815,205,1341.04,1136.04,1.0000,0.3100,33,158.54,1433.09
17244.61854,604,1730.82,1126.82,0.7700,0.7500,16,496.48,4167.02
22009.69213,472,1581.93,1109.93,0.9700,0.4000,88,251.37,3221.96
99787.72463,287,1394.52,1107.52,1.0000,0.3400,37,184.37,2651.19
27776.26972,3834,4939.76,1105.76,0.8500,1.2200,94,2014.48,29044.39
50753.1553,771,1870.72,1099.72,0.7000,1.1900,23,750.77,8967.40
23279.88664,207,1305.72,1098.72,0.7700,0.0900,13,0.00,140154.28
31580.12914,234,1329.43,1095.43,0.8200,0.3200,12,163.43,3540.96
14429.98443,524,1608.75,1084.75,0.8200,0.3100,31,190.19,3541.56
33062.92628,632,1716.31,1084.31,0.8300,0.7500,60,492.31,16996.97
78565.34973,657,1741.06,1084.06,0.8500,1.2300,46,713.73,4568.90
14203.87101,446,1527.95,1081.95,1.0000,0.7400,13,433.53,11750.65
69222.79091,890,1963.03,1073.03,0.8000,0.2900,16,213.27,5243.60
58870.79322,805,1877.15,1072.15,0.8200,1.2400,35,773.49,5920.63
43048.89302,2780,3850.23,1070.23,0.8200,1.0700,62,1439.67,24597.02
52704.84913,1588,2652.21,1064.21,1.0000,0.7500,37,760.77,13218.86
12779.51295,1015,2070.51,1055.51,0.9700,1.8000,31,1056.60,9184.20
66926.05819,294,1349.31,1055.31,0.9700,0.5300,21,285.31,4375.97
2394.595154,379,1423.92,1044.92,1.0000,0.6900,17,381.25,3982.29
49987.42053,462,1503.75,1041.75,0.8500,0.4000,68,238.95,9908.94
96233.84203,717,1756.75,1039.75,0.7000,0.7100,25,481.75,6841.04
97164.69178,168,1207.74,1039.74,1.0000,0.2500,123,107.30,4198.31
13693.42423,720,1756.87,1036.87,0.8800,1.1700,21,697.35,6088.88
28074.48401,1363,2393.48,1030.48,1.0000,0.3000,38,271.56,9764.26
44086.45057,1549,2576.16,1027.16,1.0000,0.2500,61,228.88,17259.91
89401.79275,2659,3684.66,1025.66,1.0000,1.4900,27,1696.38,20132.88
97658.69905,1495,2520.01,1025.01,1.0000,0.2100,33,171.73,12864.45
46978.24183,351,1364.02,1013.02,0.9200,0.4800,28,261.94,30222.19
44002.60198,5359,6368.62,1009.62,1.0000,0.3900,37,984.38,43546.82
21539.09202,804,1813.31,1009.31,0.7700,0.4900,17,355.39,24582.04
19725.13695,292,1293.76,1001.76,1.0000,0.2900,31,140.56,7665.79
11660.51327,1249,2244.29,995.29,0.7700,0.7000,51,608.21,21819.60
94223.26804,745,1736.46,991.46,0.8500,1.0100,76,623.82,29002.55
90041.57909,1265,2251.54,986.54,0.9600,0.6000,51,533.86,7959.06
21062.89384,563,1549.53,986.53,0.8700,0.8700,31,499.25,4071.67
32462.07942,108,1090.19,982.19,1.0000,0.1800,13,56.69,2365.59
76211.07499,371,1350.47,979.47,0.8500,0.6100,23,324.98,6010.28
32538.50344,1709,2683.76,974.76,0.7700,0.4200,35,449.36,33735.15
63816.3017,734,1679.93,945.93,0.8300,0.6000,27,398.33,4455.73
87706.61221,1982,2924.17,942.17,1.0000,0.4200,12,489.61,14235.73
89669.53586,246,1180.57,934.57,0.8500,0.2500,27,104.89,1768.65
35027.40025,1259,2193.43,934.43,0.8200,1.1600,27,865.75,9046.96
41079.60145,459,1391.95,932.95,0.7000,0.4100,60,227.15,12013.09
42177.39672,824,1748.52,924.52,0.7700,0.2900,17,189.96,19900.82
14606.23724,263,1184.86,921.86,1.0000,0.4300,28,203.37,3354.98
60161.15634,867,1786.63,919.63,1.0000,1.1000,12,680.71,7147.80
53493.12248,222,1120.12,898.12,1.0000,0.2500,35,99.52,2565.14
848.0809453,730,1616.82,886.82,0.7700,1.3000,27,686.22,4235.90
30739.83347,473,1350.85,877.85,1.0000,0.4000,46,214.65,3484.25
32745.01858,544,1418.82,874.82,1.0000,0.6000,33,336.42,10171.32
9076.599167,1431,2300.51,869.51,0.8500,1.0200,76,832.19,9668.30
91203.71952,921,1783.83,862.83,0.8300,1.2400,46,735.03,7889.53
4640.63071,1070,1929.54,859.54,0.7700,0.6600,27,497.46,13945.27
58114.46097,956,1813.31,857.31,0.7700,0.4900,17,355.39,7036.66
51528.00533,858,1714.25,856.25,0.7700,0.3900,28,264.97,5467.02
8198.375067,2753,3607.70,854.70,0.7700,0.5000,38,721.22,14758.43
92208.60078,1797,2643.48,846.48,0.7700,0.8600,26,844.28,12426.78
17596.66454,451,1294.99,843.99,1.0000,0.7200,58,359.26,2337.17
56037.89845,713,1556.77,843.77,1.0000,0.6200,41,380.07,4398.62
12808.25974,961,1800.81,839.81,0.7700,0.5900,27,420.57,10817.71
38534.162,787,1620.10,833.10,0.7700,0.6700,21,423.10,5541.11
39833.66569,313,1141.75,828.75,1.0000,0.7200,33,316.75,3127.23
2797.320736,1835,2659.48,824.48,0.7700,0.2500,52,236.28,34813.57
21779.73596,1494,2313.65,819.65,1.0000,1.3500,123,1004.93,38901.05
43619.56221,276,1089.43,813.43,0.9500,0.4000,23,173.11,1669.47
43315.24026,658,1456.76,798.76,1.0000,0.6700,62,380.44,9231.39
74569.65391,207,1003.40,796.40,1.0000,0.5800,76,230.73,131154.06
39095.80432,218,1000.58,782.58,1.0000,0.2500,33,88.90,5583.20
7833.644401,392,1172.63,780.63,0.7000,0.3300,31,149.63,2687.23
13701.89066,1136,1916.21,780.21,1.0000,0.5100,15,390.51,5908.66
90641.8808,519,1295.99,776.99,0.8200,0.6500,66,329.75,3277.00
74486.50399,244,1016.96,772.96,1.0000,0.4600,41,187.12,2512.91
89546.99097,259,1017.83,758.83,0.9600,0.3800,17,152.87,7874.21
13235.04131,304,1060.79,756.79,1.0000,0.6600,44,273.49,4054.18
96539.69681,426,1175.60,749.60,1.0000,0.5200,23,244.10,5855.36
23114.85959,223,952.88,729.88,0.9100,0.4500,18,171.44,1120.49
73298.64989,2223,2940.14,717.14,1.0000,2.0500,66,1600.34,20299.62
49056.04127,1359,2073.01,714.01,0.8000,0.8500,35,656.21,11182.84
65377.15408,846,1554.24,708.24,0.7700,0.2900,17,168.86,16197.46
16792.61395,1100,1792.52,692.52,1.0000,0.9300,130,606.92,30177.37
72448.97528,426,1117.77,691.77,0.8200,0.4900,19,219.07,4642.34
7908.806989,439,1128.34,689.34,0.9100,0.6000,16,267.54,7923.67
17357.58358,336,1021.78,685.78,1.0000,0.5100,29,208.23,5440.84
3526.790467,290,971.46,681.46,0.8300,0.5600,31,216.30,18585.29
3093.613486,422,1102.33,680.33,1.0000,0.6400,20,276.73,2769.23
1194.662959,333,1012.51,679.51,0.9200,0.5900,29,236.47,4540.21
21179.05749,275,946.16,671.16,1.0000,0.9200,29,317.82,8676.26
58083.65422,727,1391.87,664.87,0.7700,0.6900,28,372.67,3767.55
7029.358676,234,897.08,663.08,0.8500,0.3300,11,114.47,1692.89
92167.07479,538,1199.74,661.74,0.8500,0.7500,23,344.14,10258.85
95346.79829,564,1212.13,648.13,1.0000,0.6300,12,300.13,3360.48
37450.54569,4249,4895.20,646.20,0.8000,0.3900,108,756.64,45805.98
72632.12152,8687,9329.04,642.04,0.8500,0.4800,23,1791.48,92697.53
95344.06909,372,1013.64,641.64,1.0000,1.1000,31,386.20,11473.95
38791.91313,500,1134.24,634.24,1.0000,0.1300,13,26.99,2856.41
34397.37524,585,1215.24,630.24,0.7000,2.3900,44,709.24,5900.56
19058.81913,112,738.28,626.28,0.8700,0.3700,8,107.62,1474.32
48946.51898,426,1048.66,622.66,1.0000,0.2800,66,108.82,12698.83
87576.31826,117,738.28,621.28,0.8900,0.3700,8,107.62,1162.82
79739.54418,1847,2466.75,619.75,1.0000,0.4300,44,423.39,46394.46
5589.677063,1470,2088.96,618.96,0.7500,0.6600,76,538.56,42507.83
14965.64597,325,931.44,606.44,0.7000,1.1800,23,371.77,7765.53
82525.33971,321,926.11,605.11,0.7700,0.4900,5,181.51,2539.60
76912.21514,879,1480.57,601.57,1.0000,0.7100,46,406.01,6429.56
89670.35653,2284,2877.92,593.92,0.8000,0.5100,46,586.50,16473.83
50321.69367,404,986.82,582.82,0.7700,1.2800,26,414.82,8102.84
65537.65773,563,1143.92,580.92,0.8200,0.6600,5,294.92,3281.04
29275.11571,114,690.84,576.84,1.0000,0.4200,17,115.67,1139.19
766.3896251,430,999.51,569.51,1.0000,0.5900,27,233.43,4825.21
59540.86287,727,1296.40,569.40,1.0000,0.7300,87,363.76,9171.46
51560.04023,339,904.07,565.07,0.7500,0.4900,66,177.19,19340.11
5409.530584,135,697.32,562.32,1.0000,0.2800,28,72.36,2440.10
65391.11999,436,991.49,555.49,1.0000,0.5500,11,217.09,2486.00
16202.39659,384,933.64,549.64,1.0000,0.9300,31,316.12,9383.15
15253.35954,173,719.51,546.51,0.8500,0.5100,21,146.63,3928.20
80109.94767,3193,3739.29,546.29,0.8200,0.3500,28,511.45,27367.10
43809.86457,412,958.20,546.20,1.0000,0.8800,35,311.40,3673.24
44496.49661,260,803.09,543.09,0.9700,1.0500,16,296.42,4254.37
82709.24091,244,775.61,531.61,1.0000,0.8200,60,238.81,5134.86
59279.79637,506,1030.71,524.71,0.7500,0.5700,12,233.27,3540.38
4480.640121,249,769.91,520.91,0.7700,1.0300,33,280.41,5294.00
76441.54962,188,708.43,520.43,0.8200,0.8600,11,226.26,1257.13
50957.97218,761,1277.90,516.90,0.8200,1.3200,44,547.50,29934.04
4947.666398,252,768.42,516.42,1.0000,1.0200,11,277.97,1445.87
59302.89808,204,717.52,513.52,1.0000,0.7800,12,212.40,1314.91
46383.9519,206,717.66,511.66,0.8900,0.9300,32,242.99,29677.82
52573.89521,661,1171.94,510.94,1.0000,1.4300,16,526.82,3991.44
37557.19109,370,878.76,508.76,1.0000,0.6300,23,217.58,7605.95
9526.482248,296,803.31,507.31,0.8000,0.8900,14,263.28,2252.41
3557.786413,596,1095.61,499.61,1.0000,0.1500,12,38.65,13541.00
49843.96956,651,1149.86,498.86,0.7500,1.5800,27,547.22,7454.38
5404.511258,285,782.70,497.70,0.7000,0.4900,31,153.40,17564.54
50536.67543,389,880.97,491.97,0.8500,0.6700,23,230.07,4376.54
62008.62797,412,901.89,489.89,0.8500,0.6200,44,220.19,4387.83
93769.78771,528,1015.84,487.84,0.8500,1.0100,23,364.94,14643.51
43160.03555,191,676.15,485.15,0.7700,0.2400,6,56.63,1203.42
61623.30086,1442,1914.52,472.52,0.7700,0.2800,28,198.68,19871.12
41010.12339,201,672.33,471.33,1.0000,0.3200,13,82.65,1129.53
29443.44791,285,754.83,469.83,0.7500,0.9700,25,263.50,2791.85
75569.60735,365,834.21,469.21,1.0000,0.8100,26,254.41,30549.66
34340.89343,589,1058.01,469.01,0.8200,0.5800,76,243.29,4191.40
52150.24179,445,912.15,467.15,0.9800,1.9500,55,484.62,11092.69
27821.00845,163,630.12,467.12,0.7000,0.6600,23,162.45,5143.80
64737.50782,126,592.87,466.87,1.0000,0.2500,37,52.67,1079.22
89243.77892,323,784.78,461.78,1.0000,1.3100,33,334.66,5226.63
82649.02655,636,1096.65,460.65,0.9000,0.3900,53,169.51,8983.80
90924.36709,131,589.96,458.96,0.8800,0.6900,16,157.96,1284.88
40954.52543,166,621.47,455.47,1.0000,0.4300,22,106.67,2330.39
27931.32597,346,800.63,454.63,0.8200,1.5400,23,375.59,48630.17
54050.97542,117,570.87,453.87,0.7500,0.4500,28,102.71,1756.18
70246.00321,357,809.78,452.78,1.0000,0.9600,35,280.58,3855.95
15390.4921,270,722.02,452.02,0.8800,0.3400,22,95.46,3192.27
98972.77991,223,667.53,444.53,0.8300,0.8200,21,205.53,2772.58
6239.586338,176,619.90,443.90,1.0000,0.9200,190,208.23,24054.26
8380.815604,845,1288.33,443.33,0.8100,1.2600,51,536.25,9495.47
50118.45693,557,996.12,439.12,1.0000,1.2900,31,420.76,10253.16
72201.46064,633,1067.39,434.39,0.7700,0.6200,5,260.59,4209.98
73576.4875,249,680.07,431.07,1.0000,0.7200,21,188.67,3514.28
81765.22543,1180,1609.43,429.43,0.7700,0.5300,16,340.31,8262.20
73714.04524,321,745.52,424.52,1.0000,0.5200,52,154.80,7069.29
69270.3075,392,816.26,424.26,1.0000,0.7600,46,236.66,3379.13
52341.01919,228,651.53,423.53,0.7000,0.7300,31,182.81,1699.67
22927.3999,240,663.35,423.35,0.8500,1.0100,23,238.31,4120.41
49002.29976,654,1074.16,420.16,1.0000,1.4900,22,494.53,8544.03
79775.55118,436,853.31,417.31,1.0000,0.5000,34,170.59,2762.23
17856.66378,472,882.53,410.53,1.0000,1.2700,31,369.17,2937.47
58765.31507,233,642.95,409.95,1.0000,1.2700,25,268.95,1291.22
50262.8849,86,493.99,407.99,1.0000,0.4300,30,84.79,1491.86
37199.40082,352,758.36,406.36,0.8200,0.7100,16,207.96,3658.66
39789.33265,293,694.14,401.14,1.0000,0.4200,21,116.22,2813.91
13305.90624,358,757.62,399.62,1.0000,0.6100,46,182.31,2536.37
28199.61617,109,507.97,398.97,1.0000,0.2500,87,45.13,3074.71
2853.429693,660,1058.93,398.93,1.0000,1.2800,66,445.13,5668.90
56096.26675,170,564.95,394.95,0.8200,0.7400,31,160.29,4290.73
84276.1629,249,643.31,394.31,0.7200,0.8100,23,196.19,18067.51
76540.99113,231,624.61,393.61,0.8200,0.7600,16,181.09,6833.06
79960.39306,352,744.74,392.74,0.7700,1.6100,4,358.13,3179.27
40235.04519,88,478.07,390.07,0.8500,0.2500,33,42.47,3935.79
54440.0798,348,737.44,389.44,1.0000,0.8700,33,237.60,3740.02
58828.96152,971,1359.99,388.99,0.7700,0.4900,17,266.55,6648.90
56592.45296,107,495.78,388.78,0.8500,0.2500,28,44.05,1216.49
68000.85251,525,911.33,386.33,1.0000,1.0800,290,342.93,12428.60
43049.36974,775,1160.77,385.77,1.0000,1.0300,15,422.77,12418.64
93423.30877,222,605.05,383.05,1.0000,0.5800,16,139.13,1792.35
53336.45984,179,560.33,381.33,0.8500,0.8400,23,175.77,4980.26
42916.78441,329,707.88,378.88,1.0000,0.7700,46,207.40,2404.00
65490.25957,351,727.01,376.01,1.0000,0.9300,46,246.16,4336.77
36027.65259,93,468.93,375.93,0.7700,0.4500,6,84.37,1574.48
80430.37141,203,578.81,375.81,0.7500,1.2800,33,243.31,16035.79
7176.598732,364,733.65,369.65,1.0000,0.7700,21,214.95,2645.69
21391.12157,88,456.64,368.64,0.9500,0.4700,16,85.86,1091.70
34390.00277,471,838.85,367.85,1.0000,0.5600,33,186.77,2554.54
26412.83289,601,968.72,367.72,1.0000,0.9500,35,333.12,17291.95
15597.37267,128,495.53,367.53,0.8200,0.7400,22,140.60,1691.10
92841.77308,308,673.40,365.40,0.8500,0.7700,23,197.30,5521.90
11299.55072,239,601.91,362.91,0.8200,1.6300,23,291.41,7954.19
50454.54597,513,872.11,359.11,1.0000,1.2300,31,357.51,7663.47
82289.6548,255,612.50,357.50,1.0000,0.7300,17,171.86,3536.25
21236.77097,704,1057.94,353.94,1.0000,0.5300,88,223.70,5673.72
86385.28281,218,569.76,351.76,0.9600,0.8100,12,173.76,4422.40
96362.12156,172,523.28,351.28,1.0000,0.5100,12,106.64,1713.18
72649.08856,346,691.69,345.69,1.0000,0.6600,23,178.33,8457.71
1093.566669,712,1052.95,340.95,0.9500,1.0600,22,391.19,12014.15
68319.07542,538,878.17,340.17,1.0000,1.1300,25,340.67,3234.21
66245.92726,344,683.48,339.48,0.9800,0.6900,17,183.00,13286.32
71032.68656,177,516.01,339.01,1.0000,0.7400,28,146.41,18976.11
26356.05607,193,525.02,332.02,1.0000,0.7800,28,155.42,5190.89
39092.32166,118,448.97,330.97,1.0000,0.4200,21,75.17,1512.65
34704.75954,200,528.38,328.38,0.8200,0.3700,31,77.02,1362.79
92052.30979,11484,11811.86,327.86,1.0000,0.3500,44,1615.59,288391.12
56397.93765,301,624.48,323.48,0.8800,0.8400,16,195.89,1606.77
91153.84839,501,823.84,322.84,0.8200,1.5000,31,380.74,8270.40
19688.64901,219,541.37,322.37,1.0000,1.2300,66,221.93,2731.89
35730.5836,121,442.96,321.96,1.0000,0.7900,23,132.46,2284.08
53079.25885,475,796.10,321.10,0.7000,0.4000,60,126.50,9000.15
24687.64874,223,543.15,320.15,0.7100,1.2900,23,229.43,6644.58
92572.36416,158,477.55,319.55,1.0000,0.2500,37,42.43,1345.33
21392.91957,196,509.69,313.69,1.0000,1.0400,5,186.89,1674.41
81501.09753,146,457.17,311.17,0.9400,0.5100,28,93.17,13690.56
990.6670531,472,782.36,310.36,0.8200,0.9600,33,271.08,3385.68
45174.96376,242,550.63,308.63,0.8200,0.9800,35,193.63,3933.36
16165.94128,276,581.57,305.57,0.7700,1.6000,5,278.71,2240.64
34316.69162,489,791.36,302.36,1.0000,0.8400,31,248.24,5188.79
90520.7083,135,436.16,301.16,0.8200,0.5200,8,90.56,1226.40
44766.43608,345,645.86,300.86,1.0000,0.8000,35,195.06,2731.82
84042.99035,205,504.57,299.57,0.7700,0.5300,21,106.69,1133.10
28071.43638,66,362.63,296.63,1.0000,0.2100,12,24.71,1758.49
89168.13456,163,459.43,296.43,1.0000,1.0000,31,163.89,3094.41
9994.266704,314,610.25,296.25,0.7700,0.9500,26,209.85,7311.37
70588.49851,1022,1317.54,295.54,0.8500,0.2900,20,143.14,8414.68
11288.29837,225,518.98,293.98,1.0000,1.4100,37,231.37,2742.02
46105.6719,129,420.34,291.34,1.0000,0.7300,20,117.94,1543.72
82840.00177,205,491.07,286.07,1.0000,0.9300,145,166.27,1480.07
3917.77502,304,587.90,283.90,1.0000,0.7200,45,163.10,1663.19
34397.90417,160,441.30,281.30,1.0000,1.0600,31,163.95,3649.80
32116.59585,79,360.28,281.28,0.8000,0.7200,11,99.95,1347.18
1258.781429,218,498.50,280.50,1.0000,0.5900,16,116.42,1391.76
33690.34864,182,462.02,280.02,1.0000,0.4400,28,81.22,3236.48
90973.58038,181,460.41,279.41,0.9600,2.3300,16,265.74,1375.98
18878.15735,90,364.57,274.57,0.7500,0.8500,23,115.40,1303.13
38093.32095,624,898.04,274.04,1.0000,1.4700,18,410.24,3296.12
68029.7579,307,580.85,273.85,1.0000,1.3500,74,252.29,2859.03
52881.43645,330,602.46,272.46,1.0000,1.1100,43,230.94,2747.89
34575.36534,256,525.56,269.56,0.9000,1.7900,16,267.43,2580.97
33850.33114,116,384.87,268.87,1.0000,1.0000,8,137.30,1221.86
28449.61835,200,468.86,268.86,0.8200,0.2500,16,41.66,1007.97
99092.46226,86,354.53,268.53,0.8400,0.8900,22,116.20,1698.59
84694.08252,144,411.29,267.29,0.8200,0.6100,48,98.97,1032.89
12710.54877,489,754.80,265.80,1.0000,1.6200,31,364.20,42771.83
9568.790692,179,441.37,262.37,1.0000,0.2500,11,39.21,1310.58
82506.3155,215,476.63,261.63,0.8200,1.0000,35,170.03,2757.65
54977.50853,219,478.17,259.17,0.7000,0.5200,16,99.29,63691.01
39840.7382,200,458.70,258.70,0.8800,0.7900,265,137.16,1644.42
99761.34426,179,437.60,258.60,0.9600,0.2500,16,38.88,900.96
79319.56159,550,805.16,255.16,1.0000,1.9900,33,432.04,9424.37
6038.437072,192,446.86,254.86,1.0000,1.5200,44,208.08,10733.38
44208.9097,273,524.28,251.28,0.7100,0.3300,33,66.90,10297.90
12159.11518,194,445.20,251.20,0.8000,0.7800,46,131.79,1770.66
18449.16851,460,709.82,249.82,0.7000,0.5500,60,155.42,21351.31
10047.9373,133,381.18,248.18,1.0000,0.7600,8,110.52,987.85
91923.4293,83,329.84,246.84,1.0000,0.7200,22,91.50,2241.75
2669.177997,125,371.74,246.74,1.0000,0.4700,66,69.90,3774.38
43704.71123,424,669.95,245.95,0.8300,0.1800,17,34.83,4419.93
64482.4853,269,514.43,245.43,1.0000,1.2200,28,209.79,37613.94
14220.41262,56,300.46,244.46,1.0000,0.2900,11,32.64,541.46
60018.75247,58,302.25,244.25,0.8200,0.2500,51,26.85,2522.48
6795.122228,290,534.09,244.09,1.0000,1.1000,29,203.49,6561.95
17724.92674,202,443.39,241.39,1.0000,0.7900,74,132.59,136785.83
3420.153399,171,411.58,240.58,0.8500,1.8600,30,213.58,1128.77
84656.47876,116,354.23,238.23,0.8300,1.1000,23,134.96,1003.61
40359.66273,187,422.16,235.16,0.8200,1.0000,31,150.60,3260.36
12783.54968,307,539.16,232.16,0.8300,0.6600,41,139.00,2694.26
39398.79289,339,570.71,231.71,0.8500,1.8900,28,298.55,6465.81
82785.40808,221,452.32,231.32,0.9700,1.8500,16,234.08,2531.27
61513.44926,93,323.55,230.55,0.7000,0.8000,5,97.72,2256.84
18353.49057,318,544.24,226.24,0.8500,0.8400,23,170.72,9177.15
56870.09973,76,299.76,223.76,0.8200,0.7700,85,87.83,1741.60
63165.45343,1360,1578.13,218.13,0.8200,0.2500,76,140.21,7711.87
93847.02035,516,733.25,217.25,0.7000,1.1300,66,284.45,17852.65
38055.38453,2222,2439.14,217.14,0.7700,1.0100,88,876.26,30232.62
19572.58943,73,289.53,216.53,1.0000,0.4500,21,52.09,1087.78
90981.63034,200,415.54,215.54,1.0000,0.8800,11,135.04,4015.47
3015.299583,100,315.21,215.21,0.8900,0.6100,16,75.85,587.55
71502.14742,123,336.98,213.98,1.0000,1.4300,21,151.48,7473.51
4179.736314,546,757.51,211.51,0.8200,0.3400,33,100.15,11703.55
25506.41763,67,278.19,211.19,1.0000,0.4900,11,54.52,1129.80
3478.938552,363,567.61,204.61,0.7500,0.7400,33,161.05,2538.17
13599.73411,90,293.94,203.94,0.8500,0.9700,28,102.61,2387.05
67214.50172,97,300.72,203.72,0.9100,1.1800,16,120.03,1362.46
98329.55094,86,288.64,202.64,0.7700,0.9700,61,100.76,1237.26
94028.81348,501,702.66,201.66,1.0000,0.6000,23,166.61,10398.22
45418.91071,157,356.94,199.94,1.0000,2.3300,21,206.02,1602.64
7484.962409,208,407.32,199.32,1.0000,0.7200,13,113.00,12702.01
16751.60479,417,615.20,198.20,1.0000,1.1500,32,241.44,32762.45
36903.02252,191,389.16,198.16,1.0000,0.8100,23,118.68,4013.25
51079.91694,81,279.14,198.14,1.0000,0.4400,29,49.07,991.06
88394.37669,128,325.74,197.74,0.7000,0.8400,23,102.18,17545.67
37919.04046,1027,1223.28,196.28,0.8200,2.9700,120,779.28,25486.74
64314.37807,155,350.93,195.93,0.8100,1.5800,38,167.01,6752.90
19188.97653,215,410.91,195.91,1.0000,1.4700,20,187.71,6463.23
73387.0324,88,283.57,195.57,1.0000,0.7300,20,79.57,996.76
52640.43787,96,291.55,195.55,1.0000,0.5400,5,62.75,719.83
76289.42711,74,269.26,195.26,0.9600,0.6200,16,65.74,1004.26
12912.21779,117,310.98,193.98,0.8200,0.3400,5,41.12,985.19
8357.205586,168,361.89,193.89,1.0000,0.9300,16,122.53,861.32
48169.95335,91,284.19,193.19,0.9300,0.8000,29,85.83,1316.10
9459.675836,152,344.78,192.78,0.8200,0.8600,5,110.12,953.13
44205.04411,74,266.13,192.13,0.9500,0.5400,16,57.28,571.14
29459.79577,55,246.41,191.41,0.8500,0.4300,21,42.29,1014.03
20398.71322,131,319.77,188.77,1.0000,0.5800,27,73.53,1425.99
13539.16641,105,291.79,186.79,0.7100,0.4900,23,57.19,9081.31
57978.83457,134,318.77,184.77,1.0000,1.3700,37,139.69,2346.56
48177.98048,223,405.26,182.26,0.8000,0.6800,23,107.18,3258.31
56666.55127,98,279.45,181.45,0.8200,0.5100,5,56.95,3013.06
63104.85832,61,238.53,177.53,0.9500,0.6100,5,57.40,2221.10
58168.27747,377,552.89,175.89,0.9300,1.1000,31,210.65,8342.49
7011.978794,122,296.87,174.87,1.0000,0.8300,22,92.27,1032.55
56531.78891,158,332.39,174.39,0.7700,1.2800,68,139.72,791.80
36370.45265,119,293.07,174.07,0.9200,0.8600,16,93.60,1234.54
12676.44662,183,355.89,172.89,0.7200,0.8300,36,110.61,6020.36
36628.5949,141,313.45,172.45,0.8200,0.2500,35,27.85,1151.99
97836.37886,54,225.31,171.31,1.0000,0.5300,26,47.64,427.59
24480.71311,143,313.65,170.65,1.0000,0.7800,16,92.85,2280.99
13232.79607,86,256.39,170.39,1.0000,0.9500,31,88.17,3911.81
29973.66394,253,422.85,169.85,0.8700,1.5600,51,199.81,25609.62
88499.43008,48,217.77,169.77,0.9600,0.3600,11,30.77,259.74
94785.8318,112,281.59,169.59,0.8000,0.9200,15,94.59,587.59
62503.38677,76,243.93,167.93,1.0000,1.4700,15,111.43,1722.39
13857.98308,218,385.07,167.07,0.7700,1.3600,55,168.00,12972.81
93614.81142,220,386.40,166.40,0.8000,1.0400,46,141.68,6327.93
17846.65633,156,321.72,165.72,0.8000,1.9100,16,169.18,3887.97
8954.076984,510,670.03,160.03,0.7000,1.9900,15,359.53,4156.90
56345.05754,180,340.03,160.03,1.0000,0.9400,16,116.03,4969.31
33180.04635,171,330.78,159.78,0.7000,0.6300,51,81.90,9781.06
50064.12161,129,288.73,159.73,0.8300,1.0500,22,106.57,2960.35
24821.80158,51,210.68,159.68,1.0000,0.7600,60,61.08,1424.38
62206.36319,123,281.18,158.18,1.0000,0.7900,27,84.08,5108.77
59245.0841,205,362.76,157.76,0.7000,1.0900,23,137.36,3876.49
85865.43543,97,254.49,157.49,0.8200,1.2000,23,102.69,8682.89
26376.72145,57,211.97,154.97,1.0000,0.2500,87,18.83,1793.44
92382.50898,174,328.29,154.29,1.0000,0.5800,16,75.49,1009.01
72831.12371,32,185.66,153.66,1.0000,0.2500,35,16.49,206.70
46597.28823,226,378.90,152.90,0.7500,1.7200,16,188.82,1259.82
42528.76975,80,232.73,152.73,1.0000,0.2500,28,20.68,1189.46
30303.93974,174,325.21,151.21,0.9000,0.6800,23,86.01,2542.73
46611.83305,1729,1880.06,151.06,1.0000,0.7800,11,556.54,14068.15
29891.19471,129,279.34,150.34,0.8000,1.0600,21,103.78,1223.50
12691.7175,151,301.04,150.04,0.9400,2.1300,15,166.84,6217.16
27049.09815,150,298.24,148.24,0.7800,1.0500,16,110.08,1411.33
17700.07071,198,346.11,148.11,1.0000,0.9400,15,118.11,1255.78
51201.69218,52,199.84,147.84,0.8500,0.8200,23,61.53,1235.47
68042.0436,137,284.77,147.77,0.8200,1.0100,23,102.30,1574.46
41213.87088,79,226.60,147.60,0.7700,1.3300,176,97.53,1022.24
7168.284088,158,305.54,147.54,0.7000,0.8000,5,92.28,3487.39
89811.80717,60,207.45,147.45,1.0000,0.7700,200,60.78,3557.81
10364.08644,50,197.34,147.34,0.7500,0.9400,60,67.34,1117.37
12512.44766,533,678.60,145.60,0.7700,0.4900,5,133.00,4044.95
77925.24545,40,185.53,145.53,1.0000,0.8000,21,56.03,1648.49
26525.0436,112,257.49,145.49,1.0000,0.8600,31,82.24,3774.43
43822.25836,27,171.54,144.54,1.0000,0.1600,3,7.02,288.98
