sku,inventory_units_on_hand,projected_average_monthly_demand,inventory_shortfall_units,standard_price,estimated_shortfall_inventory_value,total_shortfall_inventory_value,percentage_of_total_shortfall_exposure
75376.46112,1001,2372.40,1371.40,6.00,8228.40,36857155.00,0.02
81114.43459,9,75.60,66.60,123.00,8191.80,36857155.00,0.02
7595.552357,8,223.20,215.20,38.00,8177.60,36857155.00,0.02
93549.10259,4,74.80,70.80,115.00,8142.00,36857155.00,0.02
96233.84203,717,1530.00,813.00,10.00,8130.00,36857155.00,0.02
33850.33114,116,928.40,812.40,10.00,8124.00,36857155.00,0.02
9309.664142,716,1729.20,1013.20,8.00,8105.60,36857155.00,0.02
17357.58358,336,841.60,505.60,16.00,8089.60,36857155.00,0.02
37616.39721,2030,2838.00,808.00,10.00,8080.00,36857155.00,0.02
80430.37141,203,305.00,102.00,79.00,8058.00,36857155.00,0.02
64482.4853,269,326.40,57.40,140.00,8036.00,36857155.00,0.02
21705.9442,38,146.40,108.40,74.00,8021.60,36857155.00,0.02
76441.54962,188,1315.00,1127.00,7.00,7889.00,36857155.00,0.02
53493.12248,222,874.80,652.80,12.00,7833.60,36857155.00,0.02
72649.08856,346,669.60,323.60,24.00,7766.40,36857155.00,0.02
9459.675836,152,1408.00,1256.00,6.00,7536.00,36857155.00,0.02
40954.52543,166,702.00,536.00,14.00,7504.00,36857155.00,0.02
56878.11327,8,204.40,196.40,38.00,7463.20,36857155.00,0.02
75443.06423,287,1115.00,828.00,9.00,7452.00,36857155.00,0.02
33414.02194,2619,3439.20,820.20,9.00,7381.80,36857155.00,0.02
82289.6548,255,777.60,522.60,14.00,7316.40,36857155.00,0.02
57529.21552,39,274.40,235.40,31.00,7297.40,36857155.00,0.02
95344.06909,372,607.20,235.20,31.00,7291.20,36857155.00,0.02
21391.12157,88,695.20,607.20,12.00,7286.40,36857155.00,0.02
1132.416829,2,21.60,19.60,371.00,7271.60,36857155.00,0.02
91086.65585,48,171.00,123.00,59.00,7257.00,36857155.00,0.02
24401.95087,16,607.20,591.20,12.00,7094.40,36857155.00,0.02
42687.20778,20,132.00,112.00,63.00,7056.00,36857155.00,0.02
15390.4921,270,854.40,584.40,12.00,7012.80,36857155.00,0.02
43704.71123,424,1120.80,696.80,10.00,6968.00,36857155.00,0.02
29642.6408,56,372.60,316.60,22.00,6965.20,36857155.00,0.02
41010.12339,201,1360.80,1159.80,6.00,6958.80,36857155.00,0.02
9526.482248,296,1157.20,861.20,8.00,6889.60,36857155.00,0.02
37199.40082,352,1032.00,680.00,10.00,6800.00,36857155.00,0.02
90924.36709,131,810.00,679.00,10.00,6790.00,36857155.00,0.02
4640.63071,1070,1591.20,521.20,13.00,6775.60,36857155.00,0.02
14220.41262,56,730.40,674.40,10.00,6744.00,36857155.00,0.02
56345.05754,180,420.00,240.00,28.00,6720.00,36857155.00,0.02
58828.96152,971,1929.60,958.60,7.00,6710.20,36857155.00,0.02
76461.28919,45,268.40,223.40,30.00,6702.00,36857155.00,0.02
7170.446972,127,1237.20,1110.20,6.00,6661.20,36857155.00,0.02
89669.53586,246,1195.20,949.20,7.00,6644.40,36857155.00,0.02
89321.96051,42,74.80,32.80,201.00,6592.80,36857155.00,0.02
83637.23189,2954,4051.20,1097.20,6.00,6583.20,36857155.00,0.02
1194.662959,333,802.80,469.80,14.00,6577.20,36857155.00,0.02
91923.4293,83,325.00,242.00,27.00,6534.00,36857155.00,0.02
4947.666398,252,1337.60,1085.60,6.00,6513.60,36857155.00,0.02
83455.34766,1,67.20,66.20,98.00,6487.60,36857155.00,0.02
94947.71683,406,655.20,249.20,26.00,6479.20,36857155.00,0.02
38534.162,787,1710.00,923.00,7.00,6461.00,36857155.00,0.02
38342.23635,664,1736.40,1072.40,6.00,6434.40,36857155.00,0.02
40785.58375,25,97.20,72.20,89.00,6425.80,36857155.00,0.02
9568.790692,179,1096.80,917.80,7.00,6424.60,36857155.00,0.02
77808.02707,65,341.60,276.60,23.00,6361.80,36857155.00,0.02
59302.89808,204,1262.80,1058.80,6.00,6352.80,36857155.00,0.02
13693.42423,720,1513.60,793.60,8.00,6348.80,36857155.00,0.02
73576.4875,249,702.00,453.00,14.00,6342.00,36857155.00,0.02
12808.25974,961,1533.60,572.60,11.00,6298.60,36857155.00,0.02
66633.48938,16,61.20,45.20,139.00,6282.80,36857155.00,0.02
17918.84121,2,12.00,10.00,627.00,6270.00,36857155.00,0.02
99787.72463,287,981.20,694.20,9.00,6247.80,36857155.00,0.02
12533.72729,6,92.40,86.40,72.00,6220.80,36857155.00,0.02
10047.9373,133,1015.00,882.00,7.00,6174.00,36857155.00,0.02
63660.10815,205,1075.00,870.00,7.00,6090.00,36857155.00,0.02
8396.036677,157,238.00,81.00,75.00,6075.00,36857155.00,0.02
74989.5713,1448,2116.40,668.40,9.00,6015.60,36857155.00,0.02
62848.09046,75,818.40,743.40,8.00,5947.20,36857155.00,0.02
77925.24545,40,185.00,145.00,41.00,5945.00,36857155.00,0.02
14429.98443,524,1372.80,848.80,7.00,5941.60,36857155.00,0.02
70588.49851,1022,1761.60,739.60,8.00,5916.80,36857155.00,0.02
38771.24903,5,15.00,10.00,591.00,5910.00,36857155.00,0.02
42720.38638,245,459.20,214.20,27.00,5783.40,36857155.00,0.02
54050.97542,117,501.60,384.60,15.00,5769.00,36857155.00,0.02
97658.69905,1495,2134.80,639.80,9.00,5758.20,36857155.00,0.02
81820.50532,3470,4287.60,817.60,7.00,5723.20,36857155.00,0.02
3093.613486,422,1238.40,816.40,7.00,5714.80,36857155.00,0.02
1082.228679,28,61.20,33.20,171.00,5677.20,36857155.00,0.02
92841.77308,308,621.00,313.00,18.00,5634.00,36857155.00,0.02
20058.57596,0,12.00,12.00,466.00,5592.00,36857155.00,0.02
92564.37328,17,57.20,40.20,139.00,5587.80,36857155.00,0.02
24687.64874,223,409.20,186.20,30.00,5586.00,36857155.00,0.02
61623.30086,1442,1838.40,396.40,14.00,5549.60,36857155.00,0.02
56096.26675,170,391.60,221.60,25.00,5540.00,36857155.00,0.02
99408.71991,3045,3834.00,789.00,7.00,5523.00,36857155.00,0.01
43619.56221,276,1195.20,919.20,6.00,5515.20,36857155.00,0.01
50262.8849,86,409.20,323.20,17.00,5494.40,36857155.00,0.01
26356.05607,193,396.00,203.00,27.00,5481.00,36857155.00,0.01
65229.23928,37,117.60,80.60,68.00,5480.80,36857155.00,0.01
11299.55072,239,405.00,166.00,33.00,5478.00,36857155.00,0.01
44208.9097,273,415.80,142.80,38.00,5426.40,36857155.00,0.01
70982.74714,132,624.80,492.80,11.00,5420.80,36857155.00,0.01
39092.32166,118,534.00,416.00,13.00,5408.00,36857155.00,0.01
23114.85959,223,1302.40,1079.40,5.00,5397.00,36857155.00,0.01
35730.5836,121,405.00,284.00,19.00,5396.00,36857155.00,0.01
63307.53543,72,408.80,336.80,16.00,5388.80,36857155.00,0.01
43993.27283,6,61.20,55.20,97.00,5354.40,36857155.00,0.01
72292.61001,71,118.80,47.80,112.00,5353.60,36857155.00,0.01
22927.3999,240,554.40,314.40,17.00,5344.80,36857155.00,0.01
62977.65315,4289,5178.80,889.80,6.00,5338.80,36857155.00,0.01
39789.33265,293,825.60,532.60,10.00,5326.00,36857155.00,0.01
41888.4039,209,692.00,483.00,11.00,5313.00,36857155.00,0.01
43781.96218,253,1135.80,882.80,6.00,5296.80,36857155.00,0.01
48497.52952,19,114.80,95.80,55.00,5269.00,36857155.00,0.01
98972.77991,223,660.00,437.00,12.00,5244.00,36857155.00,0.01
38944.51883,25,374.00,349.00,15.00,5235.00,36857155.00,0.01
93423.30877,222,873.60,651.60,8.00,5212.80,36857155.00,0.01
16202.39659,384,597.60,213.60,24.00,5126.40,36857155.00,0.01
50321.69367,404,660.00,256.00,20.00,5120.00,36857155.00,0.01
50536.67543,389,849.00,460.00,11.00,5060.00,36857155.00,0.01
95065.28913,8,176.40,168.40,30.00,5052.00,36857155.00,0.01
16190.15576,9,145.00,136.00,37.00,5032.00,36857155.00,0.01
12609.24309,28,159.00,131.00,38.00,4978.00,36857155.00,0.01
41023.89821,2142,3124.80,982.80,5.00,4914.00,36857155.00,0.01
18353.49057,318,487.20,169.20,29.00,4906.80,36857155.00,0.01
23852.51996,1777,2080.80,303.80,16.00,4860.80,36857155.00,0.01
26415.88208,76,422.40,346.40,14.00,4849.60,36857155.00,0.01
12691.7175,151,268.40,117.40,41.00,4813.40,36857155.00,0.01
88245.07882,1047,1731.60,684.60,7.00,4792.20,36857155.00,0.01
99092.46226,86,325.00,239.00,20.00,4780.00,36857155.00,0.01
62403.27701,29,147.60,118.60,40.00,4744.00,36857155.00,0.01
15017.43446,959,1431.00,472.00,10.00,4720.00,36857155.00,0.01
20237.86945,25,104.40,79.40,59.00,4684.60,36857155.00,0.01
75778.01045,424,669.60,245.60,19.00,4666.40,36857155.00,0.01
13116.39256,63,248.40,185.40,25.00,4635.00,36857155.00,0.01
766.3896251,430,851.20,421.20,11.00,4633.20,36857155.00,0.01
15597.37267,128,484.00,356.00,13.00,4628.00,36857155.00,0.01
32256.65625,9,185.00,176.00,26.00,4576.00,36857155.00,0.01
29459.79577,55,291.60,236.60,19.00,4495.40,36857155.00,0.01
10194.79322,34,162.00,128.00,35.00,4480.00,36857155.00,0.01
60018.75247,58,162.00,104.00,43.00,4472.00,36857155.00,0.01
88578.74314,145,883.20,738.20,6.00,4429.20,36857155.00,0.01
60451.34082,6,74.80,68.80,64.00,4403.20,36857155.00,0.01
39833.66569,313,750.00,437.00,10.00,4370.00,36857155.00,0.01
98708.20039,86,813.00,727.00,6.00,4362.00,36857155.00,0.01
62503.38677,76,265.00,189.00,23.00,4347.00,36857155.00,0.01
42242.48607,48,110.00,62.00,70.00,4340.00,36857155.00,0.01
24480.71311,143,414.00,271.00,16.00,4336.00,36857155.00,0.01
5461.554491,1427,2045.00,618.00,7.00,4326.00,36857155.00,0.01
50420.98956,58,88.80,30.80,140.00,4312.00,36857155.00,0.01
18962.5671,126,604.80,478.80,9.00,4309.20,36857155.00,0.01
76289.42711,74,381.60,307.60,14.00,4306.40,36857155.00,0.01
37503.0496,7,60.00,53.00,81.00,4293.00,36857155.00,0.01
27362.13935,96,159.00,63.00,68.00,4284.00,36857155.00,0.01
7345.440177,23,145.20,122.20,35.00,4277.00,36857155.00,0.01
42665.16393,11,39.60,28.60,149.00,4261.40,36857155.00,0.01
23693.3684,2,92.40,90.40,47.00,4248.80,36857155.00,0.01
27348.24635,8,16.00,8.00,531.00,4248.00,36857155.00,0.01
56400.75485,1,12.00,11.00,383.00,4213.00,36857155.00,0.01
7833.644401,392,990.00,598.00,7.00,4186.00,36857155.00,0.01
51528.00533,858,1552.80,694.80,6.00,4168.80,36857155.00,0.01
94028.81348,501,699.20,198.20,21.00,4162.20,36857155.00,0.01
56592.45296,107,484.00,377.00,11.00,4147.00,36857155.00,0.01
63816.3017,734,1424.00,690.00,6.00,4140.00,36857155.00,0.01
32538.50344,1709,1915.20,206.20,20.00,4124.00,36857155.00,0.01
4480.640121,249,445.00,196.00,21.00,4116.00,36857155.00,0.01
8379.849283,52,204.00,152.00,27.00,4104.00,36857155.00,0.01
27385.06481,84,117.60,33.60,122.00,4099.20,36857155.00,0.01
34249.81368,1,20.40,19.40,211.00,4093.40,36857155.00,0.01
66650.70302,1024,1702.80,678.80,6.00,4072.80,36857155.00,0.01
33690.34864,182,408.00,226.00,18.00,4068.00,36857155.00,0.01
19447.59679,8,52.20,44.20,92.00,4066.40,36857155.00,0.01
18966.89772,1342,1845.00,503.00,8.00,4024.00,36857155.00,0.01
81938.12884,156,602.40,446.40,9.00,4017.60,36857155.00,0.01
96538.87718,132,354.00,222.00,18.00,3996.00,36857155.00,0.01
19572.58943,73,339.20,266.20,15.00,3993.00,36857155.00,0.01
28729.89906,54,110.00,56.00,71.00,3976.00,36857155.00,0.01
3243.390147,1442,1651.20,209.20,19.00,3974.80,36857155.00,0.01
26941.50665,3770,4075.20,305.20,13.00,3967.60,36857155.00,0.01
62206.36319,123,219.00,96.00,41.00,3936.00,36857155.00,0.01
28756.86246,53,249.20,196.20,20.00,3924.00,36857155.00,0.01
46105.6719,129,453.60,324.60,12.00,3895.20,36857155.00,0.01
71993.10907,4,18.00,14.00,278.00,3892.00,36857155.00,0.01
19941.46742,65,496.80,431.80,9.00,3886.20,36857155.00,0.01
4773.702864,136,688.80,552.80,7.00,3869.60,36857155.00,0.01
92084.2001,3,23.40,20.40,189.00,3855.60,36857155.00,0.01
39231.86401,63,118.40,55.40,69.00,3822.60,36857155.00,0.01
34612.87214,53,118.80,65.80,57.00,3750.60,36857155.00,0.01
41308.8366,59,291.60,232.60,16.00,3721.60,36857155.00,0.01
84079.24587,40,135.00,95.00,39.00,3705.00,36857155.00,0.01
67602.561,56,318.00,262.00,14.00,3668.00,36857155.00,0.01
72091.99853,1439,1958.00,519.00,7.00,3633.00,36857155.00,0.01
74486.50399,244,607.20,363.20,10.00,3632.00,36857155.00,0.01
49639.77433,7,25.00,18.00,201.00,3618.00,36857155.00,0.01
47576.20262,26,109.80,83.80,43.00,3603.40,36857155.00,0.01
19188.97653,215,334.80,119.80,30.00,3594.00,36857155.00,0.01
37034.59859,20,296.40,276.40,13.00,3593.20,36857155.00,0.01
83101.39768,2,50.40,48.40,74.00,3581.60,36857155.00,0.01
13232.79607,86,162.80,76.80,46.00,3532.80,36857155.00,0.01
66171.33683,61,214.40,153.40,23.00,3528.20,36857155.00,0.01
18878.15735,90,325.00,235.00,15.00,3525.00,36857155.00,0.01
99578.02335,10,32.40,22.40,156.00,3494.40,36857155.00,0.01
3527.394088,9874,10370.00,496.00,7.00,3472.00,36857155.00,0.01
98834.21824,532,796.80,264.80,13.00,3442.40,36857155.00,0.01
30587.57995,10,136.80,126.80,27.00,3423.60,36857155.00,0.01
84231.26987,16,147.60,131.60,26.00,3421.60,36857155.00,0.01
9994.266704,314,462.00,148.00,23.00,3404.00,36857155.00,0.01
36903.02252,191,352.80,161.80,21.00,3397.80,36857155.00,0.01
16032.9716,3808,4185.00,377.00,9.00,3393.00,36857155.00,0.01
67214.50172,97,338.80,241.80,14.00,3385.20,36857155.00,0.01
44289.2047,42,321.60,279.60,12.00,3355.20,36857155.00,0.01
95636.9494,133,691.60,558.60,6.00,3351.60,36857155.00,0.01
90461.4167,0,16.00,16.00,207.00,3312.00,36857155.00,0.01
52573.89521,661,1209.60,548.60,6.00,3291.60,36857155.00,0.01
17846.65633,156,286.00,130.00,25.00,3250.00,36857155.00,0.01
1093.566669,712,902.40,190.40,17.00,3236.80,36857155.00,0.01
71879.19972,23,46.80,23.80,135.00,3213.00,36857155.00,0.01
41079.60145,459,582.40,123.40,26.00,3208.40,36857155.00,0.01
21062.89384,563,1016.40,453.40,7.00,3173.80,36857155.00,0.01
27441.05294,69,255.00,186.00,17.00,3162.00,36857155.00,0.01
13599.73411,90,205.00,115.00,27.00,3105.00,36857155.00,0.01
51201.69218,52,180.40,128.40,24.00,3081.60,36857155.00,0.01
50685.29326,16,235.20,219.20,14.00,3068.80,36857155.00,0.01
29443.44791,285,589.60,304.60,10.00,3046.00,36857155.00,0.01
55473.70414,387,723.60,336.60,9.00,3029.40,36857155.00,0.01
13235.04131,304,536.80,232.80,13.00,3026.40,36857155.00,0.01
29408.85344,15,118.80,103.80,29.00,3010.20,36857155.00,0.01
28449.61835,200,801.00,601.00,5.00,3005.00,36857155.00,0.01
70545.46037,86,286.00,200.00,15.00,3000.00,36857155.00,0.01
7989.807903,60,660.00,600.00,5.00,3000.00,36857155.00,0.01
1258.781429,218,716.40,498.40,6.00,2990.40,36857155.00,0.01
40053.72223,47,204.00,157.00,19.00,2983.00,36857155.00,0.01
2018.018446,23,32.40,9.40,316.00,2970.40,36857155.00,0.01
90388.28803,122,446.40,324.40,9.00,2919.60,36857155.00,0.01
59627.68804,22,49.20,27.20,107.00,2910.40,36857155.00,0.01
82028.90622,144,554.40,410.40,7.00,2872.80,36857155.00,0.01
99761.34426,179,747.60,568.60,5.00,2843.00,36857155.00,0.01
61579.17586,1186,1659.60,473.60,6.00,2841.60,36857155.00,0.01
98139.37454,3,57.20,54.20,52.00,2818.40,36857155.00,0.01
64737.50782,126,438.00,312.00,9.00,2808.00,36857155.00,0.01
2890.793752,6,44.40,38.40,73.00,2803.20,36857155.00,0.01
50881.52299,1,20.40,19.40,143.00,2774.20,36857155.00,0.01
33661.78504,131,525.60,394.60,7.00,2762.20,36857155.00,0.01
50064.12161,129,248.40,119.40,23.00,2746.20,36857155.00,0.01
96698.57672,79,228.00,149.00,18.00,2682.00,36857155.00,0.01
59688.16531,807,1190.00,383.00,7.00,2681.00,36857155.00,0.01
7176.598732,364,741.00,377.00,7.00,2639.00,36857155.00,0.01
68435.63096,45,69.60,24.60,107.00,2632.20,36857155.00,0.01
88457.06741,4806,5181.60,375.60,7.00,2629.20,36857155.00,0.01
87895.67422,1011,1382.40,371.40,7.00,2599.80,36857155.00,0.01
60158.7279,71,303.60,232.60,11.00,2558.60,36857155.00,0.01
36370.45265,119,374.00,255.00,10.00,2550.00,36857155.00,0.01
41393.25239,0,6.00,6.00,424.00,2544.00,36857155.00,0.01
44205.04411,74,391.60,317.60,8.00,2540.80,36857155.00,0.01
54531.10639,58,142.40,84.40,30.00,2532.00,36857155.00,0.01
2809.055866,26,84.80,58.80,43.00,2528.40,36857155.00,0.01
56397.93765,301,803.60,502.60,5.00,2513.00,36857155.00,0.01
97164.69178,168,268.40,100.40,25.00,2510.00,36857155.00,0.01
77655.76465,14,133.20,119.20,21.00,2503.20,36857155.00,0.01
34397.90417,160,268.40,108.40,23.00,2493.20,36857155.00,0.01
48177.98048,223,388.80,165.80,15.00,2487.00,36857155.00,0.01
27165.81733,5,85.00,80.00,31.00,2480.00,36857155.00,0.01
41576.82015,15,27.00,12.00,206.00,2472.00,36857155.00,0.01
24295.59651,13,90.00,77.00,32.00,2464.00,36857155.00,0.01
88924.53858,44,180.40,136.40,18.00,2455.20,36857155.00,0.01
57244.61443,3,14.00,11.00,223.00,2453.00,36857155.00,0.01
97900.13584,7,279.00,272.00,9.00,2448.00,36857155.00,0.01
33926.56945,22,225.00,203.00,12.00,2436.00,36857155.00,0.01
63038.37697,30,250.80,220.80,11.00,2428.80,36857155.00,0.01
4511.179675,4,104.40,100.40,24.00,2409.60,36857155.00,0.01
63670.75083,38,439.20,401.20,6.00,2407.20,36857155.00,0.01
73387.0324,88,306.00,218.00,11.00,2398.00,36857155.00,0.01
80109.94767,3193,3458.40,265.40,9.00,2388.60,36857155.00,0.01
4776.122885,61,180.40,119.40,20.00,2388.00,36857155.00,0.01
68070.96884,50,135.00,85.00,28.00,2380.00,36857155.00,0.01
415.6140404,28,51.00,23.00,103.00,2369.00,36857155.00,0.01
14288.30803,17,148.40,131.40,18.00,2365.20,36857155.00,0.01
55531.14298,2933,3113.60,180.60,13.00,2347.80,36857155.00,0.01
89168.13456,163,286.00,123.00,19.00,2337.00,36857155.00,0.01
39698.91211,16,32.40,16.40,142.00,2328.80,36857155.00,0.01
88499.43008,48,510.00,462.00,5.00,2310.00,36857155.00,0.01
64810.32298,46,74.80,28.80,80.00,2304.00,36857155.00,0.01
48754.45583,3,8.00,5.00,460.00,2300.00,36857155.00,0.01
39272.0371,140,331.20,191.20,12.00,2294.40,36857155.00,0.01
54641.93821,6,22.00,16.00,143.00,2288.00,36857155.00,0.01
34575.36534,256,484.00,228.00,10.00,2280.00,36857155.00,0.01
6170.814283,78,204.00,126.00,18.00,2268.00,36857155.00,0.01
29759.84406,56,175.20,119.20,19.00,2264.80,36857155.00,0.01
25214.94662,113,361.80,248.80,9.00,2239.20,36857155.00,0.01
11944.61174,137,238.00,101.00,22.00,2222.00,36857155.00,0.01
42528.76975,80,227.20,147.20,15.00,2208.00,36857155.00,0.01
56881.87625,56,330.00,274.00,8.00,2192.00,36857155.00,0.01
28074.48401,1363,1675.20,312.20,7.00,2185.40,36857155.00,0.01
56373.14592,33,85.00,52.00,42.00,2184.00,36857155.00,0.01
84042.99035,205,568.40,363.40,6.00,2180.40,36857155.00,0.01
69218.28128,1,16.20,15.20,143.00,2173.60,36857155.00,0.01
69483.66359,64,162.80,98.80,22.00,2173.60,36857155.00,0.01
6377.506286,4,12.00,8.00,267.00,2136.00,36857155.00,0.01
44081.15571,9,110.00,101.00,21.00,2121.00,36857155.00,0.01
54473.7405,11,32.40,21.40,99.00,2118.60,36857155.00,0.01
75543.6224,69,88.80,19.80,106.00,2098.80,36857155.00,0.01
3015.299583,100,448.80,348.80,6.00,2092.80,36857155.00,0.01
93229.43546,25,41.60,16.60,126.00,2091.60,36857155.00,0.01
17735.99899,48,111.00,63.00,33.00,2079.00,36857155.00,0.01
82785.40808,221,409.20,188.20,11.00,2070.20,36857155.00,0.01
30303.93974,174,312.00,138.00,15.00,2070.00,36857155.00,0.01
5477.944621,13,92.40,79.40,26.00,2064.40,36857155.00,0.01
63934.82728,49,306.00,257.00,8.00,2056.00,36857155.00,0.01
36945.24393,136,427.20,291.20,7.00,2038.40,36857155.00,0.01
49987.42053,462,558.00,96.00,21.00,2016.00,36857155.00,0.01
54186.82985,1716,1766.40,50.40,40.00,2016.00,36857155.00,0.01
24189.22483,4,65.00,61.00,33.00,2013.00,36857155.00,0.01
72009.44844,4,185.00,181.00,11.00,1991.00,36857155.00,0.01
42911.57872,116,446.40,330.40,6.00,1982.40,36857155.00,0.01
14400.80689,57,303.60,246.60,8.00,1972.80,36857155.00,0.01
55949.49666,29,85.00,56.00,35.00,1960.00,36857155.00,0.01
26525.0436,112,169.60,57.60,34.00,1958.40,36857155.00,0.01
92208.60078,1797,2076.00,279.00,7.00,1953.00,36857155.00,0.01
51079.91694,81,238.00,157.00,12.00,1884.00,36857155.00,0.01
30739.83347,473,741.00,268.00,7.00,1876.00,36857155.00,0.01
85652.9908,7,58.80,51.80,36.00,1864.80,36857155.00,0.01
58745.50168,21,92.40,71.40,26.00,1856.40,36857155.00,0.01
28221.53884,179,331.20,152.20,12.00,1826.40,36857155.00,0.00
27049.09815,150,352.80,202.80,9.00,1825.20,36857155.00,0.00
58083.65422,727,1092.00,365.00,5.00,1825.00,36857155.00,0.00
4472.452456,94,103.60,9.60,190.00,1824.00,36857155.00,0.00
848.0809453,730,1034.00,304.00,6.00,1824.00,36857155.00,0.00
94901.17871,2,14.40,12.40,147.00,1822.80,36857155.00,0.00
50997.24849,2,25.00,23.00,79.00,1817.00,36857155.00,0.00
12028.39964,1,54.40,53.40,34.00,1815.60,36857155.00,0.00
26840.76943,12,162.80,150.80,12.00,1809.60,36857155.00,0.00
25223.15719,98,298.80,200.80,9.00,1807.20,36857155.00,0.00
44624.30577,35,260.40,225.40,8.00,1803.20,36857155.00,0.00
92382.50898,174,474.00,300.00,6.00,1800.00,36857155.00,0.00
27719.21863,31,74.80,43.80,41.00,1795.80,36857155.00,0.00
42508.60461,143,160.80,17.80,100.00,1780.00,36857155.00,0.00
33510.5229,2773,3027.20,254.20,7.00,1779.40,36857155.00,0.00
97465.78026,37,184.80,147.80,12.00,1773.60,36857155.00,0.00
49002.29976,654,790.40,136.40,13.00,1773.20,36857155.00,0.00
76756.87989,4,65.00,61.00,29.00,1769.00,36857155.00,0.00
92572.36416,158,352.80,194.80,9.00,1753.20,36857155.00,0.00
6348.947722,75,190.80,115.80,15.00,1737.00,36857155.00,0.00
2264.265334,682,874.80,192.80,9.00,1735.20,36857155.00,0.00
57719.39021,3,39.60,36.60,47.00,1720.20,36857155.00,0.00
48946.68639,17,39.60,22.60,76.00,1717.60,36857155.00,0.00
29598.79286,170,341.60,171.60,10.00,1716.00,36857155.00,0.00
48169.95335,91,205.20,114.20,15.00,1713.00,36857155.00,0.00
69438.25951,1,22.00,21.00,81.00,1701.00,36857155.00,0.00
55168.57614,51,145.00,94.00,18.00,1692.00,36857155.00,0.00
60330.3787,91,244.80,153.80,11.00,1691.80,36857155.00,0.00
59245.0841,205,294.00,89.00,19.00,1691.00,36857155.00,0.00
87621.46342,14,165.60,151.60,11.00,1667.60,36857155.00,0.00
34704.75954,200,436.80,236.80,7.00,1657.60,36857155.00,0.00
35673.96558,2,32.40,30.40,54.00,1641.60,36857155.00,0.00
53420.79036,76,162.00,86.00,19.00,1634.00,36857155.00,0.00
30492.923,23,182.00,159.00,10.00,1590.00,36857155.00,0.00
26008.68048,4,268.40,264.40,6.00,1586.40,36857155.00,0.00
52341.01919,228,453.60,225.60,7.00,1579.20,36857155.00,0.00
20398.71322,131,273.60,142.60,11.00,1568.60,36857155.00,0.00
64524.54055,27,285.60,258.60,6.00,1551.60,36857155.00,0.00
80344.90305,8,148.80,140.80,11.00,1548.80,36857155.00,0.00
17700.07071,198,456.00,258.00,6.00,1548.00,36857155.00,0.00
84656.47876,116,286.00,170.00,9.00,1530.00,36857155.00,0.00
28305.80833,28,32.40,4.40,344.00,1513.60,36857155.00,0.00
35027.40025,1259,1475.20,216.20,7.00,1513.40,36857155.00,0.00
22636.42443,1,8.00,7.00,216.00,1512.00,36857155.00,0.00
36000.41446,24,47.60,23.60,64.00,1510.40,36857155.00,0.00
67330.82858,1109,1215.00,106.00,14.00,1484.00,36857155.00,0.00
29651.51183,5,32.40,27.40,54.00,1479.60,36857155.00,0.00
90973.58038,181,365.00,184.00,8.00,1472.00,36857155.00,0.00
49927.08482,63,148.80,85.80,17.00,1458.60,36857155.00,0.00
57414.41086,110,254.40,144.40,10.00,1444.00,36857155.00,0.00
47556.58701,3,15.00,12.00,120.00,1440.00,36857155.00,0.00
91854.0598,2,12.00,10.00,143.00,1430.00,36857155.00,0.00
28199.61617,109,159.60,50.60,28.00,1416.80,36857155.00,0.00
10728.18783,1094,1296.00,202.00,7.00,1414.00,36857155.00,0.00
43497.30661,19,136.80,117.80,12.00,1413.60,36857155.00,0.00
8357.205586,168,448.80,280.80,5.00,1404.00,36857155.00,0.00
77672.9379,86,156.00,70.00,20.00,1400.00,36857155.00,0.00
34901.62629,72,145.20,73.20,19.00,1390.80,36857155.00,0.00
58204.41592,171,369.60,198.60,7.00,1390.20,36857155.00,0.00
64151.56084,18,215.60,197.60,7.00,1383.20,36857155.00,0.00
19294.75574,10,125.00,115.00,12.00,1380.00,36857155.00,0.00
52153.34181,14,60.00,46.00,30.00,1380.00,36857155.00,0.00
89243.77892,323,409.20,86.20,16.00,1379.20,36857155.00,0.00
68318.78866,29,182.00,153.00,9.00,1377.00,36857155.00,0.00
64571.78884,7973,8169.60,196.60,7.00,1376.20,36857155.00,0.00
73806.41833,103,378.00,275.00,5.00,1375.00,36857155.00,0.00
3872.530019,1124,1320.00,196.00,7.00,1372.00,36857155.00,0.00
51679.80795,18,122.40,104.40,13.00,1357.20,36857155.00,0.00
93505.32572,60,135.00,75.00,18.00,1350.00,36857155.00,0.00
51747.62584,71,193.20,122.20,11.00,1344.20,36857155.00,0.00
12445.2829,92,204.00,112.00,12.00,1344.00,36857155.00,0.00
71873.54123,26,248.40,222.40,6.00,1334.40,36857155.00,0.00
55042.65347,72,193.20,121.20,11.00,1333.20,36857155.00,0.00
42965.73643,73,193.20,120.20,11.00,1322.20,36857155.00,0.00
94785.8318,112,374.00,262.00,5.00,1310.00,36857155.00,0.00
91788.78777,528,714.00,186.00,7.00,1302.00,36857155.00,0.00
58765.31507,233,448.80,215.80,6.00,1294.80,36857155.00,0.00
40359.66273,187,262.80,75.80,17.00,1288.60,36857155.00,0.00
68677.35508,22,39.60,17.60,73.00,1284.80,36857155.00,0.00
70461.63002,50,233.20,183.20,7.00,1282.40,36857155.00,0.00
43809.86457,412,554.40,142.40,9.00,1281.60,36857155.00,0.00
80417.46676,21,127.20,106.20,12.00,1274.40,36857155.00,0.00
46566.80195,29,92.40,63.40,20.00,1268.00,36857155.00,0.00
